                                                                        GREAT CLIPS® FRANCHISEES
                                                                    OPEN SALONS AS OF DECEMBER 31, 2024
                                                                             *DENOTES MDA


Salon Name                          Franchisee                         Address                             City                   State   Zip         Phone
 Highpoint Plaza                    Ramsey Rooney & Co.                4963 Darrow Rd                      Stow                   OH      44224       (330) 650-1203
 Graham Square                      Tagliare Enterprises, Inc.         3490 Hudson Dr                      Stow                   OH      44224       (330) 922-0888
 Streetsboro Crossing               Shear Talent, Inc.                 1264 State Route 303                Streetsboro            OH      44241       (330) 422-1535
 The Greens of Strongsville         Demer Retail Ventures GC, LLC      18090 Royalton Rd                   Strongsville           OH      44136       (440) 878-0700
 Boston Square II                   LJ CLIPPERS, LLC                   19760 W 130th St                    Strongsville           OH      44136       (440) 846-1231
 Sunbury Mills Plaza                Tillery Enterprises, Inc.          135 State Route 3                   Sunbury                OH      43074       (740) 965-1253
 Harvest Place                      High Level Cutters, LLC            7620 W Sylvania Dr                  Sylvania               OH      43560       (419) 843-1302
 West Market Street                 KLK Haircutters, Inc.              1660 W Market St                    Tiffin                 OH      44883       (419) 447-6000
 Tipp City Plaza                    R.L.O., Inc.                       972 W Main St                       Tipp City              OH      45371       (937) 667-7883
 Suder Avenue Retail Center         High Level Cutters, LLC            4747 Suder Ave                      Toledo                 OH      43611       (419) 727-0393
 Secor Square                       KLK Haircutters, Inc.              3504 Secor Rd                       Toledo                 OH      43606       (419) 531-1300
 Talmadge Crossings                 KLK Haircutters, Inc.              4701 Talmadge Road                  Toledo                 OH      43623       (419) 480-8900
 Toledo Commons                     R.L.O., Inc.                       3045 Glendale Ave                   Toledo                 OH      43614       (419) 382-0743
 In-Store Walmart Central           Zeetrio of Ohio, Inc.              5821 Central Ave                    Toledo                 OH      43615       (567) 777-5002
 Alexis & Lewis                     Zeetrio of Ohio, Inc.              821 W Alexis Rd                     Toledo                 OH      43612       (330) 576-4895
 Miracle Mile                       Zeetrio of Ohio, Inc.              4925 Jackman Rd                     Toledo                 OH      43613       (419) 475-2625
 Trenton Skyline Center             Cincy Clips, Inc.                  921 W State St                      Trenton                OH      45067       (513) 988-0805
 Troy Triangle Center               Eckert, Inc.                       1880 W Main St                      Troy                   OH      45373       (937) 440-8004
 Market 55                          Eckert, Inc.                       1285 S Dorset Rd                    Troy                   OH      45373       (937) 339-1939
 Twinsburg Town Center Marketplace ZAMP Enterprises, Inc.              8934 Darrow Rd                      Twinsburg              OH      44087       (330) 405-3440
 Green Retail                       R.L.O., Inc.                       3939 Massillon Rd                   Uniontown              OH      44685       (330) 563-4509




       GREAT CLIPS®                                                                     38 of 56                                EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                           OPEN SALONS

