                                                                      GREAT CLIPS® FRANCHISEES
                                                                  OPEN SALONS AS OF DECEMBER 31, 2024
                                                                           *DENOTES MDA


Salon Name                         Franchisee                           Address                         City                  State   Zip         Phone
 Shoppes at Beachwalk              Shine Star Cuts LLC                  855 County Rd 210 W             St. Johns             FL      32259       (904) 770-2336
 4th Street Shoppes                Sunshine Clips, LLC                  8832 4th St. N.                 St. Petersburg        FL      33702       (727) 954-4391
 Vista Plaza                       CRT Clips, LLC                       2406 NW Federal Hwy             Stuart                FL      34994       (772) 692-8449
 Kanner Crossing                   TNT Jupiter Clips, Inc.              6534 S Kanner Highway           Stuart                FL      34997       (772) 266-9537
 Kings Crossing Publix             PDGC of Manatee, LLC                 4862 Sun City Center Blvd       Sun City Center       FL      33573       (813) 260-3223
* Lafayette Place                  Parkside Ventures II, LLC            3111 Mahan Dr                   Tallahassee           FL      32308       (850) 656-6536
* University Square                Parkside Ventures II, LLC            1525 W Tennessee St             Tallahassee           FL      32304       (850) 999-1773
* Bradfordville Center             Parkside Ventures II, LLC            6753 Thomasville Rd             Tallahassee           FL      32312       (850) 574-9400
* Governor's Crossing II           Parkside Ventures II, LLC            101 N Blair Stone Rd            Tallahassee           FL      32301       (850) 999-6377
 Palms of Carrollwood              FourFold Enterprises, Inc.           13129 B N Dale Mabry Hwy        Tampa                 FL      33618       (813) 969-2960
 Shoppes at Citrus Park            FourFold Enterprises, Inc.           7851 Gunn Hwy                   Tampa                 FL      33626       (813) 920-1100
 Hillsboro Plaza                   Gateway Clippers Holdings III, LLC   2622 W Hillsborough Ave         Tampa                 FL      33614       (813) 876-5555
 Soho Pointe                       Gateway Clippers Holdings LLC        701 S Howard Ave                Tampa                 FL      33606       (813) 259-9350
 Town Square                       Gateway Clippers Holdings LLC        142 S West Shore Blvd           Tampa                 FL      33609       (813) 287-1400
 Village Plaza at Westchase        Gateway Clippers Holdings LLC        12213 W Linebaugh Ave           Tampa                 FL      33626       (813) 852-6595
 Carrollwood Commons               LFG 13 LLC                           15002 N Dale Mabry Hwy          Tampa                 FL      33618       (813) 964-8556
 City Plaza at Tampa Palms         LFG 13 LLC                           16017 Tampa Palms Blvd W        Tampa                 FL      33647       (813) 971-5222
 Encore Commons                    Sunshine Clips, LLC                  3688 W Gandy Blvd               Tampa                 FL      33611       (813) 644-4998
 Tarpon Springs Mall               FourFold Enterprises, Inc.           868 E Tarpon Ave                Tarpon Springs        FL      34689       (727) 937-5655
 Tavares Crossroads                Ayomide Adewakun                     2034 State Road 19              Tavares               FL      32778       (352) 742-1267
 Terrace Ridge Plaza               Gateway Clippers Holdings LLC        5205 E Fowler Ave               Temple Terrace        FL      33617       (813) 605-5050
 La Plaza Grande                   RADHEJI 2 SALON LLC                  1126 Bichara Blvd               The Villages          FL      32159       (352) 268-2573
 Titusville                        Laurant Enterprises, Inc.            2000 Cheney Hwy                 Titusville            FL      32780       (321) 567-2557
 Mitchell Ranch Plaza              Suncoast Clips, Inc.                 3116 Little Rd                  Trinity               FL      34655       (727) 372-4710
 Lithia Crossings                  Carole Raimondi                      3476 Lithia Pinecrest Rd        Valrico               FL      33596       (813) 655-2828
 Valrico Commons                   Gateway Clippers Holdings LLC        1959 E State Rd 60              Valrico               FL      33594       (813) 689-2277
 Venice Village                    JAL Clippers, LLC                    4141 Tamiami Tr S               Venice                FL      34293       (941) 497-4218
 West Village Marketplace          JAL Clippers, LLC                    12185 Mercado Dr                Venice                FL      34293       (941) 208-5530
 Venice Commons                    JAL Clippers, LLC                    1435 E Venice Ave               Venice                FL      34292       (941) 484-2678
 Sunrise Plaza                     CRT Clips, LLC                       1820 58th Ave                   Vero Beach            FL      32966       (772) 217-2344
 Publix Plaza on Miracle Mile      CRT Clips, LLC                       475 21st St                     Vero Beach            FL      32960       (772) 492-9857
 Hollybrook Plaza                  FourFold Enterprises, Inc.           5416 Bruce B Downs Blvd         Wesley Chapel         FL      33544       (813) 527-6040




        GREAT CLIPS®                                                                     13 of 56                           EXHIBIT A - CURRENT FRANCHISEES
        FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                      OPEN SALONS

