                                                                    GREAT CLIPS® FRANCHISEES
                                                                OPEN SALONS AS OF DECEMBER 31, 2024
                                                                         *DENOTES MDA


Salon Name                    Franchisee                           Address                          City                  State   Zip         Phone
The Shoppes on Clifton        The 220 Group, Ltd                   11628 Clifton Blvd               Cleveland             OH      44102       (216) 331-6100
Kamm's Corners                ZAMP Enterprises, Inc.               17009 Lorain Ave                 Cleveland             OH      44111       (216) 688-1330
Cleves                        M-Class Clippers, LLC                4350 State Route 128             Cleves                OH      45002       (513) 353-5547
Clintonville                  KLK Haircutters, Inc.                3379 N High St                   Columbus              OH      43202       (614) 447-1300
German Village                KLK Haircutters, Inc.                900 S High St                    Columbus              OH      43206       (614) 449-1300
Easton Square                 KLK Haircutters, Inc.                3872 Morse Rd                    Columbus              OH      43219       (614) 475-0500
Thurber on High               Laventure, Inc.                      1004 North High Street           Columbus              OH      43201       (614) 224-9279
Graceland                     Laventure, Inc.                      5047 N High St                   Columbus              OH      43214       (614) 430-8788
Upper Arlington               Laventure, Inc.                      4715 Reed Rd                     Columbus              OH      43220       (614) 459-4880
Sun Center                    Laventure, Inc.                      3662 W Dublin Granville Rd       Columbus              OH      43235       (614) 717-2727
Hills Market                  R.L.O., Inc.                         7850 Olentangy River Rd          Columbus              OH      43235       (614) 819-3575
University City               StyleTech Corporation                2861 Olentangy River Rd          Columbus              OH      43202       (614) 754-7771
Georgesville Square           StyleTech Corporation                1591 Georgesville Square Dr      Columbus              OH      43228       (614) 878-6885
Lincoln Village               StyleTech Corporation                4700 W Broad St                  Columbus              OH      43228       (614) 870-7295
Grandview                     StyleTech Corporation                1441 Grandview Ave               Columbus              OH      43212       (614) 586-1072
East Point Crossing           StyleTech Corporation                6980 E Broad St                  Columbus              OH      43213       (614) 522-0007
Hamilton Quarters             Tillery Enterprises, Inc.            5968 North Hamilton Rd           Columbus              OH      43081       (614) 607-2663
Polaris Town Centre           Tillery Salons, Inc.                 1249 Polaris Parkway             Columbus              OH      43240       (614) 430-8760
Crile Crossing                R.L.O., Inc.                         7681 Crile Rd                    Concord Township      OH      44077       (440) 853-8030
Shops at Millenium            LJ CLIPPERS, LLC                     2170 Millenium Blvd              Cortland              OH      44410       (330) 847-9500
Deville Center                R.L.O., Inc.                         23641 Airport Rd                 Coshocton             OH      43812       (740) 623-0777
Chapel Hill Plaza             Shear Talent, Inc.                   412 Howe Ave                     Cuyahoga Falls        OH      44221       (330) 945-7273
Oak Creek Marketplace         R.L.O., Inc.                         1036 Miamisburg-Centerville Rd   Dayton                OH      45459       (937) 422-0415
York Commons                  R.L.O., Inc.                         6827 Miller Ln                   Dayton                OH      45414       (937) 264-0442
Eastown Shopping Center       R.L.O., Inc.                         3982 Linden Ave                  Dayton                OH      45432       (937) 254-4882
Northtowne Plaza              Zeetrio of Ohio, Inc.                1832 N Clinton St                Defiance              OH      43512       (419) 784-0099




       GREAT CLIPS®                                                                  36 of 56                           EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                   OPEN SALONS

