                                                                         GREAT CLIPS® FRANCHISEES
                                                                     OPEN SALONS AS OF DECEMBER 31, 2024
                                                                              *DENOTES MDA


Salon Name                           Franchisee                         Address                       City                 State   Zip         Phone
 Mill Creek Village                  Triangle Holdings, Inc.            444 Mill Creek Rd             Whispering Pines     NC      28327       (910) 693-7876
 Wilkes Plaza                        Twin Dome, LLC                     1802 US Hwy 421               Wilkesboro           NC      28697       (336) 818-0205
* The Crossroads at Independence     McFreedom, LLC                     3846 Carolina Beach Rd        Wilmington           NC      28412       (910) 833-3950
* University Centre                  McFreedom, LLC                     348 S College Rd              Wilmington           NC      28403       (910) 392-8146
* Beau Rivage Market Place           McFreedom, LLC                     5920 Carolina Beach Rd        Wilmington           NC      28412       (910) 397-2778
* Oak Landing                        McFreedom, LLC                     8254 Market St                Wilmington           NC      28411       (910) 681-1522
* Long Leaf                          McFreedom, LLC                     2804 S College Rd             Wilmington           NC      28403       (910) 791-4577
* Mayfaire Center                    McFreedom, LLC                     6815 Parker Farm Dr           Wilmington           NC      28405       (910) 509-9739
* Monkey Junction Plaza              McFreedom, LLC                     5120 S College Rd             Wilmington           NC      28412       (910) 793-5744
 Gateway Plaza                       Carolina Clippers, Inc.            2800 Raleigh Road Pkwy W      Wilson               NC      27896       (252) 293-0668
 Oliver's Crossing                   Southeast Salons, LLC              5046 Peters Creek Pkwy        Winston Salem        NC      27127       (336) 784-0903
 Sherwood Plaza                      Southeast Salons, LLC              3384 Robinhood Rd             Winston-Salem        NC      27106       (336) 760-3166
 Hanes Point                         Twin Dome, LLC                     1098 Hanes Mall Blvd          Winston-Salem        NC      27104       (336) 760-9998
 Cloverdale Plaza                    Twin Dome, LLC                     2295 Cloverdale Ave           Winston-Salem        NC      27103       (336) 727-9990
 Oak Summit                          Twin Dome, LLC                     376 E Hanes Mill Rd           Winston-Salem        NC      27105       (336) 377-9990
 Youngsville Crossing                Triangle Holdings, Inc.            1170 US Highway 1             Youngsville          NC      27596       (919) 556-5666
 Zebulon Crossing                    Triangle Holdings, Inc.            877 E Gannon Ave              Zebulon              NC      27597       (919) 375-4031
 Pinehurst Square West               Spice Investment Group, Inc.       1223 W Century Ave            Bismarck             ND      58503       (701) 751-4404
 Expressway Centre                   Spice Investment Group, Inc.       914 S 12th St                 Bismarck             ND      58504       (701) 751-8222
* University Town Center             Spice Investment Group, Inc.       1100 19th Ave N               Fargo                ND      58102       (701) 297-0858
* Prairie Stone Center               Spice Investment Group, Inc.       1650 45th St S                Fargo                ND      58103       (701) 532-2244
* 25th Street South                  Spice Investment Group, Inc.       3051 25th St SW               Fargo                ND      58103       (701) 298-3288
* Marketplace                        Spice Investment Group, Inc.       3551 32nd Ave S               Grand Forks          ND      58201       (701) 792-3266
 Southgate Crossing                  Spice Investment Group, Inc.       3226 16th St SW               Minot                ND      58701       (701) 858-1811
* Gateway West Shopping Center       Spice Investment Group, Inc.       1970 Sheyenne St              West Fargo           ND      58078       (701) 492-7456
 Tregaron Town Center                Soli Deo Gloria Haircare, LLC      2211 Capehart Rd              Bellevue             NE      68123       (531) 772-0965
 Twin Creek Shopping Center          Soli Deo Gloria Haircare, LLC      3604 Twin Creek Dr            Bellevue             NE      68123       (402) 291-1011
 Wolf Creek Plaza                    Soli Deo Gloria Haircare, LLC      10503 S 15th St               Bellevue             NE      68123       (402) 291-1772
 Hayden Place                        Bixby, Inc.                        2100 S 20th St                Blair                NE      68008       (402) 426-3944
 Blue Sage                           Sharpness LLC                      1515 S 204 St                 Elkhorn              NE      68022       (402) 933-1976
 Indian Creek                        Sharpness LLC                      20231 Manderson St            Elkhorn              NE      68022       (402) 885-8181
 Fremont Crossing                    Sharpness LLC                      614 E 23rd St                 Fremont              NE      68025       (402) 721-1111
* Grand Corners                      Sharpness LLC                      206 Wilmar Ave                Grand Island         NE      68803       (308) 384-5282
 Wick's Southpointe                  Sharpness LLC                      11314 Wickersham Boulevard    Gretna               NE      68028       (402) 502-2424
* Hastings                           Sharpness LLC                      3714 Cimarron Ave             Hastings             NE      68901       (402) 834-3595




       GREAT CLIPS®                                                                      32 of 56                        EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                    OPEN SALONS

