                                                                        GREAT CLIPS® FRANCHISEES
                                                                    OPEN SALONS AS OF DECEMBER 31, 2024
                                                                             *DENOTES MDA


Salon Name                            Franchisee                       Address                          City                    State   Zip         Phone
 Mililani Mauka                       Ohana Clips, LLC                 95-1057 Ainamakua Dr.            Mililani                HI      96789       (808) 762-0290
 Pearl Highlands                      Ohana Clips, LLC                 1000 Kamehameha Hwy              Pearl City              HI      96782       (808) 888-6076
 Altoona                              This Is It, Inc.                 550 36th Ave SW                  Altoona                 IA      50009       (515) 957-3150
 Shoppes at North Grand               Roch-N-Roll, Inc.                725 24th St                      Ames                    IA      50010       (515) 233-6334
 Lincoln Center                       Roch-N-Roll, Inc.                620 Lincoln Way                  Ames                    IA      50010       (515) 233-4611
 Northside Plaza                      A Little On The Side, LLC        627 N Ankeny Blvd                Ankeny                  IA      50023       (515) 964-9421
 Shops on Delaware                    A Little On The Side, LLC        2005 SE Delaware Ave             Ankeny                  IA      50021       (515) 963-1005
 Duck Creek                           Great Care Quad Cities, LLC      840 Middle Rd                    Bettendorf              IA      52722       (563) 355-4644
 Bett Plex                            Great Care Quad Cities, LLC      6924 Competition Court           Bettendorf              IA      52722       (563) 551-2547
 Bettendorf Glen Roads                The Hands Group, Inc.            3380 Middle Rd                   Bettendorf              IA      52722       (563) 332-0320
 Kittyhawk                            A Little On The Side, LLC        1910 Kittyhawk Ave               Carroll                 IA      51401       (712) 792-1024
* Viking Plaza                        Sharpness Inc.                   421 Viking Plaza Dr              Cedar Falls             IA      50613       (319) 266-1444
* Blairs Forest Plaza                 Sharpness Inc.                   5458 Blairs Forest Way NE        Cedar Rapids            IA      52402       (319) 294-2317
* Collins Crossing                    Sharpness Inc.                   180 Collins Rd NE                Cedar Rapids            IA      52402       (319) 373-0038
* River Market                        Sharpness Inc.                   5300 Edgewood Rd NE              Cedar Rapids            IA      52411       (319) 393-2547
* Westdale                            Sharpness Inc.                   2360 Edgewood Rd. SW             Cedar Rapids            IA      52404       (319) 654-8446
 Clinton Town Center                  The Hands Group, Inc.            2418 Virginia Ave                Clinton                 IA      52732       (563) 242-2148
* Coral Commerce                      Sharpness Inc.                   3286 Crosspark Road              Coralville              IA      52241       (319) 626-2470
* Coral Valley Market                 Sharpness Inc.                   939 25th Ave                     Coralville              IA      52241       (319) 354-6500
 Broadway                             Sharpness Inc.                   2200 W Broadway                  Council Bluffs          IA      51501       (712) 325-6789
 Celebration Center                   Great Care Quad Cities, LLC      4007 E 53rd St                   Davenport               IA      52807       (563) 441-0111
 Northtown Plaza                      Great Care Quad Cities, LLC      102 E Kimberly Rd                Davenport               IA      52806       (563) 391-2547
 Davenport West Kimberly              The Hands Group, Inc.            2192 W Kimberly Rd               Davenport               IA      52806       (563) 386-1966
 Merle Hay Square                     A Little On The Side, LLC        3418 Merle Hay Rd                Des Moines              IA      50310       (515) 270-6602
 Fleur Plaza                          A Little On The Side, LLC        4521 Fleur Dr                    Des Moines              IA      50321       (515) 287-4191
 Stefon Plaza                         A Little On The Side, LLC        200 Army Post Rd                 Des Moines              IA      50315       (515) 287-4455
 Lee Town Center                      K.B. Hair Enterprises, Inc.      2450 E Euclid Ave                Des Moines              IA      50317       (515) 262-0345
 Cobblestone Market Shopping Center This Is It, Inc.                   8537 Hickman Rd                  Des Moines              IA      50322       (515) 278-1301
* Eagle Eye Plaza                     Sharpness Inc.                   4840 Asbury Rd                   Dubuque                 IA      52002       (563) 583-6196
 Fort Dodge Shopping Center           This Is It, Inc.                 3007 1st Ave S                   Fort Dodge              IA      50501       (515) 573-4775
 Indianola                            This Is It, Inc.                 1214 N Jefferson Way             Indianola               IA      50125       (515) 961-0282




       GREAT CLIPS®                                                                      16 of 56                             EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                         OPEN SALONS

