                                                                        GREAT CLIPS® FRANCHISEES
                                                                    OPEN SALONS AS OF DECEMBER 31, 2024
                                                                             *DENOTES MDA


Salon Name                          Franchisee                             Address                            City                     State   Zip         Phone
 Mountain House Shopping Center     Ridgewood Enterprises, Inc.            19681 Mountain House Pkwy          Mountain House           CA      95391       (209) 221-0037
 Blossom Valley                     South Bay SB8072 LLC                   1712 Miramonte Ave                 Mountain View            CA      94040       (650) 965-4247
 Plaza De Oro                       MB Holding, Inc.                       23771 Washington Ave               Murrieta                 CA      92562       (951) 894-4740
 Murrieta Plaza                     MB Holding, Inc.                       40428 Murrieta Hot Springs Rd      Murrieta                 CA      92563       (951) 816-3333
 Heritage Marketplace               VStyles, Inc.                          28039 Scott Rd                     Murrieta                 CA      92563       (951) 672-0704
 South Napa Market Plaza            RSM Enterprises, Inc.                  263 Soscol Ave                     Napa                     CA      94559       (707) 257-6467
 Silverado Plaza                    RSM Enterprises, Inc.                  667 Trancas St                     Napa                     CA      94558       (707) 224-9970
 Norco Village                      MB Holding, Inc.                       2420 River Rd                      Norco                    CA      92860       (951) 735-2012
 University Plaza                   Provost Management LLC                 18427 Nordhoff St                  Northridge               CA      91325       (818) 772-1000
 The Ridge                          Sirous, Inc.                           5108 Broadway                      Oakland                  CA      94611       (510) 250-9966
 Oakley Town Center                 Maria Cisneros                         2589 Main St                       Oakley                   CA      94561       (925) 679-0279
 El Camino North                    CM & I Enterprises, Inc                2525 Vista Way                     Oceanside                CA      92054       (760) 696-3053
 Plaza Rancho Del Oro               CM & I Enterprises, Inc                4140 Oceanside Blvd                Oceanside                CA      92056       (760) 295-1998




       GREAT CLIPS®                                                                           6 of 56                                EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                                OPEN SALONS

