                                                                       GREAT CLIPS® FRANCHISEES
                                                                   OPEN SALONS AS OF DECEMBER 31, 2024
                                                                            *DENOTES MDA


Salon Name                          Franchisee                         Address                      City                     State   Zip         Phone
 Pflugerville Crossing              Wilder Enterprises, Inc.           1552 FM 685                  Pflugerville             TX      78660       (512) 251-3447
* Plainview                         PAJ, Inc.                          1601 N I-27                  Plainview                TX      79072       (806) 291-6960
 Windhaven Plaza                    First Clips, LLC                   6009 W Parker Rd             Plano                    TX      75093       (972) 403-1286
 Independence Square                FSG Group, LLC                     3100 Independence Pkwy       Plano                    TX      75075       (972) 612-3488
 Preston Village                    FSG Group, LLC                     8604 Preston Rd              Plano                    TX      75024       (972) 668-2547
 Legacy Plaza                       FSG Group, LLC                     6905 Coit Rd                 Plano                    TX      75024       (972) 208-9018
 Signature Plaza                    Honking Dog, LLC                   9720 Coit Rd                 Plano                    TX      75025       (214) 387-6999
 The Village of Los Rios            R2Y2M Clips, LLC                   4013 14th St                 Plano                    TX      75074       (972) 633-8818
 Preston Parker Crossing            Rajiv Saxena                       3308 Preston Rd              Plano                    TX      75093       (972) 798-7800
 Coldwater Creek                    Team Sailing, Inc.                 2128 W Oaklawn Rd            Pleasanton               TX      78064       (830) 569-1993
* Park Central Crossing             Chop It! LLC                       8425 Memorial Blvd           Port Arthur              TX      77640       (409) 237-5695
 Shoppes at Porter                  Alamda Ventures, LLC               23607 Kelly Joe Smith Rd     Porter                   TX      77365       (281) 354-4940
 Gates of Princeton                 Radhe Kishan, Inc.                 200 S Beauchamp Blvd         Princeton                TX      75407       (214) 843-8285
 Windsong Ranch                     Kitty Paw, LLC                     4740 W University Dr         Prosper                  TX      75078       (469) 715-6730
 Gates of Prosper                   Kitty Paw, LLC                     750 Richland Blvd            Prosper                  TX      75078       (972) 347-9997
 Providence Shops                   Kitty Paw, LLC                     26621 US Hwy 380 W           Providence Village       TX      76227       (940) 488-5065
 Red Oak                            MegaClips, LLC                     110 E Ovilla Rd              Red Oak                  TX      75154       (972) 576-2772
 Richland Village                   FSG Group, LLC                     904 Audelia Rd               Richardson               TX      75081       (972) 907-1208
 Pavillion East Center              FSG Group, LLC                     1920 N Coit Rd               Richardson               TX      75080       (972) 669-3935
 Aliana                             CVS Enterprises, LLC               10173 W Grand Pkwy S         Richmond                 TX      77407       (281) 494-0284
 Waterside                          CVS Enterprises, LLC               8019 W Grand Pkwy S          Richmond                 TX      77407       (281) 232-0020
 Richmond Town Plaza                Hinan Corporation                  3415 FM 762                  Richmond                 TX      77469       (832) 451-6186
 Windswept Plaza                    Bella-Z Management, LLC            2311 Highway 35 N            Rockport                 TX      78382       (361) 450-0848




       GREAT CLIPS®                                                                      49 of 56                          EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                      OPEN SALONS

