                                                                      GREAT CLIPS® FRANCHISEES
                                                                  OPEN SALONS AS OF DECEMBER 31, 2024
                                                                           *DENOTES MDA


Salon Name                        Franchisee                         Address                         City                State   Zip         Phone
 Sea Breeze Village               VGURU, LLC                         1750 N Buffalo Dr               Las Vegas           NV      89128       (702) 341-7490
 Rainbow and Warm Springs         VGURU, LLC                         7380 S Rainbow Blvd             Las Vegas           NV      89139       (702) 233-3377
 Bowler Plaza                     RK Ajer Ventures, LLC              330 N Sandhill Blvd             Mesquite            NV      89027       (702) 345-2838
 On Military Base Nellis AFB      VGURU, LLC                         5691 Rickenbacker Road          Nellis AFB          NV      89191       (725) 255-8500
 Aliante                          Nugent, LLC                        6935 Aliante Pkwy               North Las Vegas     NV      89084       (702) 387-9996
 Simmons Centre                   Nugent, LLC                        3030 W Ann Rd                   North Las Vegas     NV      89031       (702) 396-6390
 Park Central Plaza               VGURU, LLC                         5960 Losee Rd                   North Las Vegas     NV      89081       (702) 220-7701
 Craig and Simmons                VGURU, LLC                         3073 W Craig Rd                 North Las Vegas     NV      89032       (702) 737-3073
 Pahrump Valley Junction          VGURU, LLC                         280 State Hwy 160               Pahrump             NV      89060       (775) 877-5900
* Fire Creek Crossing             Cha Ching, Inc.                    4809 Kietzke Ln                 Reno                NV      89509       (775) 827-2211
* Double Diamond                  Cha Ching, Inc.                    748 S Meadow Pkwy               Reno                NV      89521       (775) 851-8437
* Galena Junction                 Cha Ching, Inc.                    18128 Wedge Pkwy                Reno                NV      89511       (775) 376-1271
* Canyon Center                   Cha Ching, Inc.                    10490 N McCarran Blvd           Reno                NV      89503       (775) 870-9891
* Shoppes At Lemmon Valley        Cha Ching, Inc.                    155 Lemmon Dr                   Reno                NV      89506       (775) 741-1390
* The Commons                     Cha Ching, Inc.                    6633 South Virginia St.         Reno                NV      89511       (775) 221-7394
* Spanish Springs                 Cha Ching, Inc.                    9740 State Route 445            Sparks              NV      89441       (775) 870-9941
* Marina Marketplace              Cha Ching, Inc.                    1495 E Prater Way               Sparks              NV      89431       (775) 501-5368
* Sparks Galleria                 Cha Ching, Inc.                    4751 Galleria Pkwy              Sparks              NV      89436       (775) 870-9815
 McKinley/Highland                SJLD Enterprise LLC                3860 McKinley Pwky              Blasdell            NY      14219       (716) 822-8280
 Union Consumer Square            DK Friend Holdings, Inc.           3801 Union Rd                   Cheektowaga         NY      14225       (716) 288-7824
 Jimmys Egg Clifton Park Center   Capital Region Clips LLC           5 Clifton Country Rd            Clifton Park        NY      12065       (518) 357-3920
 Transit Madeira Target Plaza     JELEA Enterprises, Inc.            4900 Transit Rd                 Depew               NY      14043       (716) 608-7620
 Tops Plaza                       JELEA Enterprises, Inc.            9630 Transit Rd                 East Amherst        NY      14051       (716) 688-8111
 Genesee Valley Shopping Center   Upstate Salons Ltd                 4273 Genesee Valley Plaza       Geneseo             NY      14454       (585) 245-9076
 Glenmont Plaza                   Capital Region Clips LLC           380 Feura Bush Rd               Glenmont            NY      12077       (518) 434-4000
 Ridgemont Plaza                  DK Friend Holdings, Inc.           2833 W Ridge Rd                 Greece              NY      14626       (585) 227-8333
 Brierwood Square                 SJLD Enterprise LLC                5350 Southwestern Boulevard     Hamburg             NY      14075       (716) 202-1875
* Aldi Plaza                      Two Cats Johnson City, LLC         560 Harry L Dr                  Johnson City        NY      13790       (607) 237-0101
 Walden & Central                 DK Friend Holdings, Inc.           3615 Walden Ave                 Lancaster           NY      14086       (716) 288-7499
 Lockport Home Depot Center       DK Friend Holdings, Inc.           5716 S Transit RD               Lockport            NY      14094       (716) 727-0054
 Wegmans Plaza                    DK Friend Holdings, Inc.           1639 Military Rd                Niagara Falls       NY      14304       (716) 205-8518
 Crossroads Centre                DK Friend Holdings, Inc.           3245 Southwestern Blvd          Orchard Park        NY      14127       (716) 677-9600
 Parkside Commons                 DK Friend Holdings, Inc.           2164 Penfield Rd                Penfield            NY      14526       (585) 388-6828
 Van Rensselaer Square            Capital Region Clips LLC           102 Van Rensselaer Square       Rensselaer          NY      12144       (518) 621-1740
 Market Square                    DK Friend Holdings, Inc.           620 Jefferson Rd                Rochester           NY      14623       (585) 292-0026
 Lyell Howard Commons             Upstate Salons Ltd                 2394 Lyell Ave                  Rochester           NY      14606       (585) 319-4491
 Mayfair Shopping Center          Capital Region Clips LLC           262 Saratoga Road               Schenectady         NY      12302       (518) 280-9035
 Evergreen Plaza                  Cutting Edge Clippers, Inc.        150 E Greaves Ln                Staten Island       NY      10308       (718) 966-0689
 Tops Plaza Tonawanda             DK Friend Holdings, Inc.           1696 Sheridan Dr                Tonawanda           NY      14223       (716) 871-1212
 Boulevard Place                  DK Friend Holdings, Inc.           1750 Niagara Falls Blvd         Tonawanda           NY      14150       (716) 783-7011
 Lake Ridge Plaza                 AFTAB, Inc.                        3 Lake Ridge Plz                Valley Cottage      NY      10989       (845) 507-0048
 Victor Crossings                 DK Friend Holdings, Inc.           400 Commerce Dr                 Victor              NY      14564       (585) 924-3979
 Webster Crossing                 DK Friend Holdings, Inc.           1075 Ridge Rd                   Webster             NY      14580       (585) 872-7625
 Shops at Main Transit            JELEA Enterprises, Inc.            4375 Transit Rd                 Williamsville       NY      14221       (716) 630-6400
 Arlington Ridge                  CSJ Ventures, Inc.                 790 Arlington Ridge             Akron               OH      44312       (330) 645-6288
 Coventry Commons                 R.L.O., Inc.                       3100 Manchester Rd              Akron               OH      44319       (330) 474-3885
 Waterloo Marc's                  Ramsey Rooney & Co.                2891 E Waterloo Rd              Akron               OH      44312       (330) 628-0217
 West Market St. Station          The 220 Group, Ltd                 46 N Hawkins Ave                Akron               OH      44313       (330) 794-7537
 Buckeye Market Place             Demer Retail Ventures GC, LLC      1630 W State St                 Alliance            OH      44601       (330) 821-6200
 Amelia Center                    R.L.O., Inc.                       1264 W Ohio Pike                Amelia              OH      45102       (513) 753-1700
 Deerfield Town Center            ZAMP Enterprises, Inc.             7586 Oak Point Rd               Amherst             OH      44001       (440) 984-3433
 Amberwood Plaza                  Tagliare Enterprises, Inc.         25 Amberwood Pkwy               Ashland             OH      44805       (419) 282-6000
 Shoppes of Ashtabula             R.L.O., Inc.                       2102 Metcalf Dr                 Ashtabula           OH      44004       (440) 998-0099
 Athens                           R.L.O., Inc.                       553 E State St                  Athens              OH      45701       (740) 447-5234
 Barrington Town Square           ZAMP Enterprises, Inc.             105 Barrington Town Square Dr   Aurora              OH      44202       (330) 562-6336
 Austintown Place                 The 220 Group, Ltd                 6006 Mahoning Ave               Austintown          OH      44515       (330) 792-0062
 Avon Meijer                      ZAMP Enterprises, Inc.             1810 Nagel Rd                   Avon                OH      44011       (440) 695-0086
 French Creek Square              ZAMP Enterprises, Inc.             36050 Detroit Rd                Avon                OH      44011       (440) 934-7734
 Avon Lake                        ZAMP Enterprises, Inc.             453B Avon Belden Rd             Avon Lake           OH      44012       (440) 933-2755




       GREAT CLIPS®                                                                   35 of 56                         EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                  OPEN SALONS

