                                                                       GREAT CLIPS® FRANCHISEES
                                                                   OPEN SALONS AS OF DECEMBER 31, 2024
                                                                            *DENOTES MDA


Salon Name                           Franchisee                       Address                        City               State   Zip         Phone
 Garden Creek Center                 Sawyer Holdings, Inc.            1623 New Garden Rd             Greensboro         NC      27410       (336) 852-3837
 Cardinal Center                     Shear Investments, Inc.          2202 Fleming Rd                Greensboro         NC      27410       (336) 665-0880
 Shoppes at Wendover Village         Shear Investments, Inc.          4205 W Wendover Ave            Greensboro         NC      27407       (336) 854-1072
 Grandover Village                   Shear Investments, Inc.          6027 W. Gate City Blvd         Greensboro         NC      27407       (336) 907-8887
 Gunter's Crossing                   Shear Investments, Inc.          5828 N Church St               Greensboro         NC      27455       (336) 644-7204
 Brittway Shoppes                    Southeast Salons, LLC            4002 Elton Way                 Greensboro         NC      27406       (336) 274-7755
 North Elm Village                   Twin Dome, LLC                   429 Pisgah Church Rd           Greensboro         NC      27455       (336) 286-9300
 Tower 1885 Shoppes                  Carolina Clippers, Inc.          1885 E Firetower Rd            Greenville         NC      27858       (252) 321-3600
 University Commons                  MCPIE, Inc.                      3040 S Evans St                Greenville         NC      27834       (252) 756-5808
* Hampstead Town Center              McFreedom, LLC                   17230 US Hwy 17 N              Hampstead          NC      28443       (910) 803-2101
* Surf City Crossing                 McFreedom, LLC                   201 Alston Blvd                Hampstead          NC      28443       (910) 329-5626
 Harrisburg Marketplace              Mascott Industries, Inc.         4236 Highway 49                Harrisburg         NC      28075       (704) 455-7770
 Caldwell Crossing                   Shear Madness, Inc.              7286 Caldwell Rd               Harrisburg         NC      28075       (980) 258-0944
 Highlands Square                    Saunders Clips, LLC              172 Highlands Square Dr        Hendersonville     NC      28792       (828) 693-1155
 Chadwick Corners Shopping Center    WHETYO, Inc.                     643 Spartanburg Hwy            Hendersonville     NC      28792       (828) 696-1919
 Mountain View Marketplace           Dixie Clippers, Inc.             2633 S NC 127 Hwy              Hickory            NC      28602       (828) 294-2400
 Hickory Ridge Shopping Center       First Class Clips, #4, LLC       1866 Catawba Valley Blvd SE    Hickory            NC      28602       (828) 345-0903
 Belle Hollow Shopping Center        Shear Madness, Inc.              3016 N Center St               Hickory            NC      28601       (828) 327-0088
 Oak Hollow Square                   Shear Investments, Inc.          1589 Skeet Club Rd             High Point         NC      27265       (336) 885-4247
 Westchester Square                  Twin Dome, LLC                   2005 N Main St                 High Point         NC      27262       (336) 887-9300
 Hampton Pointe                      Triangle Holdings, Inc.          525 Hampton Pt                 Hillsborough       NC      27278       (919) 644-2547
 Sunset Lake                         Triangle Holdings, Inc.          5257 Sunset Lake Rd            Holly Springs      NC      27540       (919) 387-6657
 South Park Village                  Triangle Holdings, Inc.          412 Village Walk Dr            Holly Springs      NC      27540       (919) 567-3131
 Northcross                          First Class Clips, #1, LLC       9815 Sam Furr Rd               Huntersville       NC      28078       (704) 896-2002
 Rosedale Commons                    First Class Clips, #5, LLC       9911 Rose Commons Dr           Huntersville       NC      28078       (704) 948-2729
 Regency Village                     Shear Madness, Inc.              7725 Regency Park Dr           Huntersville       NC      28078       (704) 439-3071
 Shops at Sun Valley                 Longitude, Inc.                  6640 Old Monroe Rd             Indian Trail       NC      28079       (704) 225-9446
 Gateway Marketplace                 MCPIE, Inc.                      2001 Marlin Drive              Jacksonville       NC      28546       (910) 333-8585
 North Point Commons                 MCPIE, Inc.                      2421 Gum Branch Rd             Jacksonville       NC      28540       (910) 219-4003
 Wendover Square                     Sawyer Holdings, Inc.            4835 W Wendover Ave            Jamestown          NC      27282       (336) 856-2212
 Cloverleaf Plaza                    Mascott Industries, Inc.         1010 Cloverleaf Plz            Kannapolis         NC      28083       (704) 784-8002
 Kernersville Marketplace            Robinett Enterprises, Inc.       931 S Main St                  Kernersville       NC      27284       (336) 992-1141
 Union Cross Station                 Twin Dome, LLC                   1523 Union Cross Rd            Kernersville       NC      27284       (336) 904-0104
 Ingram Plaza                        Twin Dome, LLC                   124-E Five Forks St            King               NC      27021       (336) 985-8607
 Shoreside Shopping Center           LVMY Clips, LLC                  5400 N Croatan Hwy             Kitty Hawk         NC      27949       (252) 261-5556
 Widewaters Commons                  Tar Heel Clippers, Inc.          4001 Widewaters Pkwy           Knightdale         NC      27545       (919) 266-7477
* Waterford Village                  McFreedom, LLC                   2013 Olde Regent Way           Leland             NC      28451       (910) 371-3920
 North Hill Crossing                 Dixie Clippers, Inc.             1009 Blowing Rock Rd           Lenoir             NC      28645       (828) 726-3329
 Lewisville Commons                  Twin Dome, LLC                   148 Lowes Foods Dr             Lewisville         NC      27023       (336) 945-0102
 Lexington Shopping Center           Shear Investments, Inc.          246 Lowes Blvd                 Lexington          NC      27292       (336) 224-7088
 Forest Hill Centre                  Shear Investments, Inc.          132 Forest Hill Road           Lexington          NC      27295       (336) 843-4323
 Lincoln Center                      Dixie Clippers, Inc.             439 N Generals Blvd            Lincolnton         NC      28092       (704) 748-6949
 Villages at Red Bridge              Mascott Industries, Inc.         11628 Red Bridge Blvd          Locust             NC      28097       (704) 781-5440
 Grandview Station                   Saunders Clips, LLC              2845 Sugar Hill Rd             Marion             NC      28752       (828) 655-1555
 Marvin Gardens                      Longitude, Inc.                  1617 Providence Rd S           Marvin             NC      28173       (704) 256-4257
 Plantation Market                   Longitude, Inc.                  3016 Weddington Rd             Matthews           NC      28105       (704) 845-9463
 Sycamore Commons                    MS Clippers, Inc.                2233 Matthews Township Pkwy    Matthews           NC      28105       (704) 847-0040
 Mayodan Shopping Center             Twin Dome, LLC                   131 Commerce Dr                Mayodan            NC      27027       (336) 949-9644
 Garrett Crossing                    Southeast Salons, LLC            1333 Mebane Oaks Rd            Mebane             NC      27302       (919) 563-5577
 Mint Hill Commons                   Longitude, Inc.                  6816 Matthews Mint Hill Rd     Mint Hill          NC      28227       (704) 545-5523
 Mocksville Shopping Center          Twin Dome, LLC                   223 Cooper Creek Dr            Mocksville         NC      27028       (336) 753-0808
 Hilltop Plaza                       Longitude, Inc.                  813 E Roosevelt Blvd           Monroe             NC      28112       (980) 210-3143
 Roosevelt Commons                   Longitude, Inc.                  2410 W Roosevelt Blvd          Monroe             NC      28110       (704) 238-9208
 Byer's Creek                        First Class Clips, #13, LLC      108 Argus Ln                   Mooresville        NC      28117       (704) 799-3221
 Morrison Plantation                 First Class Clips, #8, LLC       134 Town Center Dr             Mooresville        NC      28117       (704) 664-4718
 Mooresville Gateway                 Shear Madness, Inc.              125 Trade Ct                   Mooresville        NC      28117       (704) 664-7724
 Governor's Station                  MCPIE, Inc.                      5000 Hwy 70 W                  Morehead City      NC      28557       (252) 247-4247
 Morganton Heights                   Dixie Clippers, Inc.             E 154 Morganton Heights Blvd   Morganton          NC      28655       (828) 438-1775




       GREAT CLIPS®                                                                    31 of 56                       EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                 OPEN SALONS

