                                                                    GREAT CLIPS® FRANCHISEES
                                                                OPEN SALONS AS OF DECEMBER 31, 2024
                                                                         *DENOTES MDA


Salon Name                         Franchisee                      Address                           City               State   Zip         Phone
 Meridian Place                    Longitude, Inc.                 6215 Old Post Rd                  Charlotte          NC      28212       (704) 847-2181
 Brookdale                         Mascott Industries, Inc.        9651 Brookdale Dr                 Charlotte          NC      28215       (704) 597-7371
 Town Center Plaza                 Mascott Industries, Inc.        8640 University City Blvd         Charlotte          NC      28213       (704) 910-0518
 Providence Village                Mascott Industries, Inc.        701 S Sharon Amity Rd             Charlotte          NC      28211       (980) 207-1950
 Ballantyne Town Center            MS Clippers, Inc.               11218 Providence Rd W             Charlotte          NC      28277       (704) 542-1005
 Berewick Town Center              MS Clippers, Inc.               4833-D Berewick Town Center Dr    Charlotte          NC      28278       (980) 335-2088
 Rivergate                         MS Clippers, Inc.               12840 Walker Branch Dr            Charlotte          NC      28273       (704) 587-9442
 Colony Place                      MS Clippers, Inc.               7845 Colony Rd                    Charlotte          NC      28226       (704) 544-0755
 Hunter's Crossing                 Ronona, LLC                     16049 Johnston Rd                 Charlotte          NC      28277       (704) 752-1101
 Bradham at New Bern               Shear Madness, Inc.             2822 South Blvd                   Charlotte          NC      28209       (980) 224-8659
 Cochran Commons                   Shear Madness, Inc.             2728 W Mallard Creek Church Rd    Charlotte          NC      28262       (704) 510-9772
 Shoppes at Highland Creek         Shear Madness, Inc.             5806 Highland Shoppes Dr          Charlotte          NC      28269       (704) 948-3622
 Clayton Corners                   Premier Clips, LLC              11791 US 70 Business Hwy W        Clayton            NC      27520       (919) 359-6005
 Marketplace at Flowers Crossroads Premier Clips, LLC              20 Publix Drive                   Clayton            NC      27527       (919) 205-1657
 Clemmons Town Center              Twin Dome, LLC                  6293 Town Center Dr               Clemmons           NC      27012       (336) 712-1800
 Tanglewood Commons                Twin Dome, LLC                  4142 Clemmons Rd                  Clemmons           NC      27012       (336) 778-0250
 Afton Ridge                       Mascott Industries, Inc.        6020 Bayfield Pkwy                Concord            NC      28027       (704) 792-9002
 Willow Oaks Crossing              Mascott Industries, Inc.        5011 Weddington Rd                Concord            NC      28027       (704) 793-1026
 Southgate Commons                 Mascott Industries, Inc.        3493 US Hwy 601 S                 Concord            NC      28025       (704) 956-2097
 Cannon Crossroads Shopping Center Shear Madness, Inc.             9900 Poplar Tent Rd               Concord            NC      28027       (704) 792-0266
 Antiquity Town Center             Shear Madness, Inc.             21714 Catawba Ave                 Cornelius          NC      28031       (704) 237-4340
 Jetton Village                    Shear Madness, Inc.             19825 N Cove Rd                   Cornelius          NC      28031       (704) 987-0607
 Waterside Crossing                First Class Clips, #9, LLC      141 Cross Center Dr               Denver             NC      28037       (704) 822-0022




       GREAT CLIPS®                                                                  30 of 56                         EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                 OPEN SALONS

