                                                                 GREAT CLIPS® FRANCHISEES
                                                             OPEN SALONS AS OF DECEMBER 31, 2024
                                                                      *DENOTES MDA


Salon Name                       Franchisee                       Address                              City                 State   Zip         Phone
Sullivan and Broadway            Red Hill, Inc.                   15607 E Broadway Ave                 Spokane Valley       WA      99037       (509) 921-0619
Stanwood Town Center             Micro Clips, Inc.                9322 271st St NW                     Stanwood             WA      98292       (360) 629-5388
Fred Meyer Sumner                PNKLINK, Inc.                    1201 Valley Ave                      Sumner               WA      98390       (253) 863-0884
Tacoma Central                   Kanga, Inc.                      3202 S 23rd St                       Tacoma               WA      98405       (253) 572-3817
Tacoma Pacific at Fred Meyer     Kanga, Inc.                      7250 Pacific Ave                     Tacoma               WA      98408       (253) 473-5005
Westgate on Pearl Street         R Rock Marketing, Inc.           2621 N Pearl St                      Tacoma               WA      98407       (253) 507-5005
Tumwater                         Kanga, Inc.                      5312 Littlerock Rd SW                Tumwater             WA      98512       (360) 753-9709
University Village               Kanga, Inc.                      3929 Bridgeport Way W                University Place     WA      98466       (253) 566-1964




       GREAT CLIPS®                                                                 54 of 56                              EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                     OPEN SALONS

