                                                                     GREAT CLIPS® FRANCHISEES
                                                                 OPEN SALONS AS OF DECEMBER 31, 2024
                                                                          *DENOTES MDA


Salon Name                      Franchisee                             Address                      City                  State   Zip         Phone
 Fort Gratiot Center            Hallwood of Fort Gratiot, LLC          4865 24th Ave                Fort Gratiot          MI      48059       (810) 385-8300
 Fraser Meijers                 Just Hair II, LLC/Just Hair III, LLC   34835 Utica Rd               Fraser                MI      48026       (586) 294-3800
 Fremont Meijer-In Store        Gold Star Salons LLC                   4665 S Green Ave             Fremont               MI      49412       (231) 519-0372
* Gaylord                       SonRise Clippers, LLC                  1380 W Main St               Gaylord               MI      49735       (989) 448-2811
 Grand Haven                    Gold Star Salons LLC                   440 N Beacon Blvd            Grand Haven           MI      49417       (616) 842-5477
 Standale Meijer Outlot         3S, LLC                                355 Wilson Ave NW            Grand Rapids          MI      49534       (616) 791-7850
 Inline Center                  3S, LLC                                5570 28th St SE              Grand Rapids          MI      49512       (616) 464-4427
 Gaines                         Gold Star Salons LLC                   6755 Kalamazoo Ave SE        Grand Rapids          MI      49508       (616) 554-1920
 Forest Hills Center            Gold Star Salons LLC                   820 Forest Hill Ave SE       Grand Rapids          MI      49546       (616) 957-1648
 Leonard Fuller Plaza           SonRise Clippers, LLC                  1235 Leonard St NE           Grand Rapids          MI      49505       (616) 258-8664
 Gas Light Village              SonRise Clippers, LLC                  2165 Wealthy St SE           Grand Rapids          MI      49506       (616) 202-7086
 Grand Rapids In Store Meijer   SonRise Clippers, LLC                  2425 Alpine Ave NW           Grand Rapids          MI      49544       (616) 363-2799
 Northland                      SonRise Clippers, LLC                  5150 Northland Dr NE         Grand Rapids          MI      49525       (616) 988-1020
 Knapps Corner Shops            SonRise Clippers, LLC                  1971 E Beltline Ave NE       Grand Rapids          MI      49525       (616) 365-9005
 Grandville                     Gold Star Salons LLC                   3074 44th St SW              Grandville            MI      49418       (616) 261-4601
 Greenville                     Gold Star Salons LLC                   1925 W Washington St         Greenville            MI      48838       (616) 225-2332
 Kercheval Place                Style N Smile No. 10, LLC              17026 Kercheval Ave          Grosse Pointe         MI      48230       (313) 647-9000
 Mariners Point SC              Style N Smile No. 8, LLC               26010 Crocker Blvd           Harrison Township     MI      48045       (586) 465-6200
 Westside Plaza                 Cookeze Clips, Inc.                    1450 W M-43                  Hastings              MI      49058       (269) 953-7746
 Hazel Park                     Daisy Doo's, LLC                       1162 E 9 Mile Rd             Hazel Park            MI      48030       (248) 546-7670
 Holland-North                  BAM Cuts, LLC                          520 Butternut Dr             Holland               MI      49424       (616) 399-9912
 Holland-South                  BAM Cuts, LLC                          1153 S Washington Ave        Holland               MI      49423       (616) 394-3050
* Houghton Lake                 SonRise Clippers, LLC                  2131 West Houghton Lake Dr   Houghton Lake         MI      48629       (989) 202-2337
 Waldenwoods                    Sanra III, Inc.                        10051 E Highland Rd          Howell                MI      48353       (810) 632-6322
 Crossroads Town Center         WNW Incorporated                       120 W Highland Rd            Howell                MI      48843       (517) 552-0825
 Country Corners                WNW Incorporated                       4092 E Grand River Ave       Howell                MI      48843       (517) 552-5253
 Hudsonville                    Gold Star Salons LLC                   4676 32nd Ave                Hudsonville           MI      49426       (616) 669-1299
 Georgetown Plaza               Gold Star Salons LLC                   6498 Balsam Dr.              Hudsonville           MI      49426       (616) 210-4633
 Imlay City Plaza               Hallwood of Imlay City LLC             1797 S Cedar St              Imlay City            MI      48444       (810) 721-1100
 Ionia                          SonRise Clippers, LLC                  3192 Commerce Ln             Ionia                 MI      48846       (616) 522-9830
 E Michigan Avenue              PVW Midwest Cutters, LLC               3238 E Michigan Ave          Jackson               MI      49202       (517) 262-0914
 Jackson Plaza                  PVW Midwest Cutters, LLC               1127 Boardman Rd             Jackson               MI      49202       (517) 262-9610
 Jenison                        Gold Star Salons LLC                   7589 Cottonwood Dr           Jenison               MI      49428       (616) 667-9050




       GREAT CLIPS®                                                                     25 of 56                        EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                   OPEN SALONS

