                                                                   GREAT CLIPS® FRANCHISEES
                                                               OPEN SALONS AS OF DECEMBER 31, 2024
                                                                        *DENOTES MDA


Salon Name                         Franchisee                      Address                           City                 State   Zip         Phone
 Walgreens Plaza                   Shear Talent, Inc.              663 Aurora Rd                     Macedonia            OH      44056       (330) 908-0496
 Madeira Crossing                  Cincy Clips, Inc.               7005 Miami Ave                    Madeira              OH      45243       (513) 561-2547
 Walter Green Commons              Mia San Mia, LLC                2575 Walter Green Cmns            Madison              OH      44057       (440) 428-0005
 Shoppes at Rivers Bend            Excel Clips, Inc.               5765 State Route 48               Maineville           OH      45039       (513) 494-0122
 20 Mile Center                    RDFM, Inc.                      3116 Montgomery Rd                Maineville           OH      45039       (513) 697-1122
 Gateway Plaza                     KLK Haircutters, Inc.           2016 August Dr                    Mansfield            OH      44906       (419) 529-0039
 Appleseed Center                  KLK Haircutters, Inc.           1452 Lexington Ave                Mansfield            OH      44907       (419) 756-0001
* Kroger Square                    R.L.O., Inc.                    24 Acme St                        Marietta             OH      45750       (740) 568-1890
 Shoppes at Legacy Crossing        StyleTech Corporation           310 McMahan Blvd                  Marion               OH      43302       (740) 725-0900
 Coleman's Crossing                Tillery Salons, Inc.            720 Coleman's Crossing Blvd       Marysville           OH      43040       (937) 642-5226
 Western Row Plaza                 Image Engineering, Inc.         6669 Western Row Rd               Mason                OH      45040       (513) 336-8275
 White Blossom Center              Image Engineering, Inc.         7928 Mason Montgomery Rd          Mason                OH      45040       (513) 770-6720
 Wales                             R.L.O., Inc.                    3470 Wales Rd                     Massillon            OH      44646       (330) 834-1556
 Massillon Marketplace II          ZAMP Enterprises, Inc.          2757 Indian River Rd SW           Massillon            OH      44646       (330) 830-7320
 Conant Crossing                   Zeetrio of Ohio, Inc.           1385 Conant St                    Maumee               OH      43537       (419) 893-2166




       GREAT CLIPS®                                                                  37 of 56                           EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                   OPEN SALONS

