                                                                         GREAT CLIPS® FRANCHISEES
                                                                     OPEN SALONS AS OF DECEMBER 31, 2024
                                                                              *DENOTES MDA


Salon Name                            Franchisee                        Address                       City                  State   Zip         Phone
 Crowfoot Square                      Incor Group, Inc.                 814 Crowfoot Cresent NW       Calgary               AB      T3G 4S3     (403) 208-3444
 Sage Hill Crossing                   McFadden Ventures, LTD.           65 Sage Hill Plaza NW         Calgary               AB      T3R 0S4     (403) 516-0569
 The Quarry                           Incor Group, Inc.                 45 Bow St                     Cochrane              AB      T4C 0T4     (403) 932-1090
 Mayfield Commons                     1628356 Alberta Ltd.              248 Mayfield Common NW        Edmonton              AB      T5P 4B3     (780) 444-4302
 Jagare Ridge Chappelle               1847345 Alberta Ltd.              14120 28 Ave SW               Edmonton              AB      T6W 3Y9     (780) 705-2116
 Ottewell Plaza                       1888378 Alberta Ltd.              6152 90 Ave NW                Edmonton              AB      T6B 0P2     (780) 469-5088
 Market at the Meadows                1919529 Alberta Ltd.              2306 24th St NW               Edmonton              AB      T6T 0G9     (780) 469-1366
 Hollick Kenyon Landing               2131302 Alberta Ltd.              5227 167 Ave NW               Edmonton              AB      T5Y 0L2     (780) 457-1755
 Lewis Estates                        2131302 Alberta Ltd.              1270 Webber Greens Dr NW      Edmonton              AB      T5T 7C5     (780) 489-1899
 Clareview                            2136931 Alberta Ltd.              3824 137 Ave NW               Edmonton              AB      T5Y 3E7     (780) 456-8831
 Namao Centre                         2136933 Alberta Ltd.              16053 97th St NW              Edmonton              AB      T5X 6E4     (780) 472-7660
 Castle Downs                         2136938 Alberta Ltd.              15373 Castle Downs Rd         Edmonton              AB      T5X 3Y7     (780) 472-0566
 Harvest Pointe                       2173960 Alberta Ltd.              5047 Ellerslie Rd SW          Edmonton              AB      T6X 1X2     (587) 458-8800
 Riverbend Square                     2173960 Alberta Ltd.              556 Riverbend Square          Edmonton              AB      T6R 2E3     (780) 437-1250
 Hampton Market                       2173960 Alberta Ltd.              6284 199th St NW              Edmonton              AB      T5T 2K4     (780) 443-4664
 Calgary Trail                        2173960 Alberta Ltd.              10307 34th Ave                Edmonton              AB      T6J 6V1     (587) 523-2469
 South Edmonton Commons               Cuong Bui                         9820 22 Ave NW                Edmonton              AB      T6N 1L1     (780) 465-9310
 Currents of Windermere               Cutting Edge Group Corp.          5142 Windermere Blvd          Edmonton              AB      T6W 0L9     (780) 434-4066
 Ellerslie Corner                     Cutting Edge Group Corp.          11144 Ellerslie Corner        Edmonton              AB      T6W 1A2     (780) 438-2244
 Southpointe                          1810628 Alberta LTD.              9310 Southfort Dr             Fort Saskatchewan     AB      T8L 0C5     (780) 589-2577
 Gateway Power Centre                 Cutting Edge Group Corp.          10210 111th St                Grande Prairie        AB      T8V 7L3     (780) 532-1661
 Leduc Common                         1847345 Alberta Ltd.              5406 Discovery Way            Leduc                 AB      T9E 8L9     (780) 612-0012
 West Lethbridge Save-On Foods        APS Boyce Consulting, Ltd.        405 Highlands Blvd W          Lethbridge            AB      T1J5E8      (403) 327-2255
 South Lethbridge Retail Centre       APS Boyce Consulting, Ltd.        23 Southgate Blvd S           Lethbridge            AB      T1K 6S5     (403) 320-8778
* Strachan Corner                     APS Boyce Consulting, Ltd.        1830 Strachan Rd SE           Medicine Hat          AB      T1B 4J8     (403) 526-7704
 Westland Plaza                       1625765 Alberta Ltd.              18 Southridge Dr              Okotoks               AB      T1S 1N1     (403) 938-6445
 Baseline Village                     1810628 Alberta LTD.              222 Baseline Rd               Sherwood Park         AB      T8H 1S8     (780) 467-8221
 Village Marketplace                  2173960 Alberta Ltd.              993 Fir Street                Sherwood Park         AB      T8A 4N5     (780) 570-4681
 Lakeland Ridge Shopping Center       2203188 Alberta Inc.              550 Baseline Rd               Sherwood Park         AB      T8H 2G8     (780) 416-0208
 Spruce Grove                         Cutting Edge Group Corp.          121 Century Cross             Spruce Grove          AB      T7X 0C8     (780) 962-5224
 Erin Ridge                           1847345 Alberta Ltd.              315 - 935 St Albert Trail     St. Albert            AB      T8N 4K6     (780) 590-0322
* Abbott Road Fred Meyer              Total Eclipse, Ltd.               2220 Abbott Rd                Anchorage             AK      99507       (907) 279-2547
* South Anchorage Retail Plaza Center Total Eclipse, Ltd.               8840 Old Seward Hwy           Anchorage             AK      99515       (907) 929-2547
* Tikahtnu Commons                    Total Eclipse, Ltd.               1142 N Muldoon Rd             Anchorage             AK      99504       (907) 337-2547
* Northern Lights                     Total Eclipse, Ltd.               1380 W Northern Lights Blvd   Anchorage             AK      99503       (907) 338-2547
* Eagle River Fred Meyer              Total Eclipse, Ltd.               13341 Old Glen Hwy            Eagle River           AK      99577       (907) 622-2547
* Palmer Evergreen Retail Center      Total Eclipse, Ltd.               304 W Evergreen Ave           Palmer                AK      99645       (907) 746-5708
* Wasilla Plaza                       Total Eclipse, Ltd.               1511 E Parks Hwy              Wasilla               AK      99654       (907) 373-2547
 Colonial Promenade/Alabaster         Seyler Enterprises, Inc.          100 South Colonial Drive      Alabaster             AL      35007       (205) 664-0679
 Athens Shoppes                       Bama Clips, Inc.                  935 US Hwy 72 E               Athens                AL      35611       (256) 771-9977
* Eagle Crossing                      Parkside Ventures II, LLC         1907 S College St             Auburn                AL      36832       (334) 321-0546
* Auburn Corner Village               Parkside Ventures II, LLC         819 E Glen Ave                Auburn                AL      36830       (334) 821-0910
* Hamilton Place                      Parkside Ventures II, LLC         2415 Moores Mill Rd           Auburn                AL      36830       (334) 887-0172
 Colonial Promenade Tannehill         Seyler Holdings, Inc.             4933 Promenade Pkwy           Bessemer              AL      35022       (205) 425-1801
 20 Midtown                           Over The Mountain Clips, LLC      2030 3rd Ave S                Birmingham            AL      35233       (205) 777-3110
 Valleydale Village                   Seyler Enterprises, Inc.          5192 Caldwell Mill Rd         Birmingham            AL      35244       (205) 437-0443
 Trace Crossings                      Seyler Enterprises, Inc.          2539 John Hawkins Pkwy        Birmingham            AL      35244       (205) 987-8954
 Boaz Shopping Center                 SKI Salons, LLC                   2196 US HWY 431               Boaz                  AL      35957       (256) 281-2880
 Market Square/Cahaba Heights         Seyler Enterprises, Inc.          3175 Green Valley Rd          Cahaba Heights        AL      35243       (205) 969-1140
 Calera Publix Market Place           On the Marc Holdings, LLC         56 MarketPlace Cir            Calera                AL      35040       (205) 668-4110
 Chelsea Crossroads                   On the Marc Holdings, LLC         605 Chelsea Xrds              Chelsea               AL      35043       (205) 678-7786
 Willkommen Center                    Seyler Holdings, Inc.             1839 Patriot Way SW           Cullman               AL      35055       (256) 734-6900
 Exit 310 Marketplace                 Seyler Holdings, Inc.             1950 St Joseph Dr NW          Cullman               AL      35058       (256) 841-5950
 Magnolia Place                       Wildfire, LLC                     27955 Hwy 98                  Daphne                AL      36526       (251) 626-7984
 Point Mallard Center                 Bama Clips, Inc.                  2934 Point Mallard Pkwy SE    Decatur               AL      35603       (256) 653-3838
* Cottonwood Corners                  Alabama Clips, LLC                1604 Ross Clark Circle        Dothan                AL      36301       (334) 792-7900
* Shops on the Circle                 Alabama Clips, LLC                3500 Ross Clark Circle        Dothan                AL      36303       (334) 671-7900
 Planters Pointe                      Wildfire, LLC                     9875 State Hwy 104            Fairhope              AL      36532       (251) 929-8902
 Florence Boulevard                   Oak Images, LLC                   2857 Florence Blvd            Florence              AL      35630       (256) 275-5432
 Foley Square                         Wildfire, LLC                     2438 S McKenzie St            Foley                 AL      36535       (251) 972-7778
 Fort Payne                           SKI Salons, LLC                   1906 Glenn Blvd SW            Fort Payne            AL      35968       (256) 273-6330
 Promenade-Fultondale                 Southernfire, LLC                 3471 Lowery Parkway           Fultondale            AL      35068       (205) 783-1377
 Gadsden                              GCAL LLC                          302 E Meighan Blvd            Gadsden               AL      35903       (256) 467-4628




       GREAT CLIPS®                                                                       1 of 56                         EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                     OPEN SALONS

