                                                                          GREAT CLIPS® FRANCHISEES
                                                                      OPEN SALONS AS OF DECEMBER 31, 2024
                                                                               *DENOTES MDA


Salon Name                           Franchisee                          Address                         City               State   Zip         Phone
 Exit 5 Plaza                          C Clips Corporation               9785 E 116th St                 Fishers            IN      46038       (317) 578-1790
 Towne Center at Geist                 C Clips Corporation               11650 Olio Rd                   Fishers            IN      46038       (317) 288-9446
 LaFollette Station                    LLD, Inc.                         100 LaFollette Station S        Floyds Knobs       IN      47119       (812) 903-0595
* Covington Plaza                      Eckert, Inc.                      6404 W Jefferson Blvd           Fort Wayne         IN      46804       (260) 436-6463
* North Crest Shopping Center          Eckert, Inc.                      801 Northcrest Shopping Ctr     Fort Wayne         IN      46805       (260) 471-0850
* Southtown Center                     Eckert, Inc.                      7607 Southtown Crossing         Fort Wayne         IN      46806       (260) 447-7173
* Pine Valley Crossing                 Eckert, Inc.                      1125 E Dupont Rd                Fort Wayne         IN      46825       (260) 489-1999
* Maplecrest Shopping Center           Eckert, Inc.                      5718 Maplecrest Rd              Fort Wayne         IN      46835       (260) 486-7860
* North Georgetown Shopping Center Eckert, Inc.                          6517 E State Blvd               Fort Wayne         IN      46815       (260) 486-0565
* Chapel Ridge                         Eckert, Inc.                      10450 Maysville Rd              Fort Wayne         IN      46835       (260) 485-3930
* Lima Road Shopping Center            Eckert, Inc.                      6815 Lima Rd                    Fort Wayne         IN      46818       (260) 416-0606
* Orchard Crossing                     Eckert, Inc.                      1034 S Thomas Rd                Fort Wayne         IN      46804       (260) 459-2679
* Shorewood Shoppes                    Eckert, Inc.                      9914 Illinois Rd                Fort Wayne         IN      46804       (260) 432-6200
 Walmart Super Center                  C Clips Corporation               2484 E Wabash St                Frankfort          IN      46041       (765) 654-6930
 Meijer Franklin 295                   FK3, LLC                          2390 N Morton St                Franklin           IN      46131       (765) 607-4120
 Northwood Plaza                       FK3, LLC                          1712 Northwood Plz              Franklin           IN      46131       (317) 868-8075
* Goshen Commons                       SonRise Clippers, LLC             2024 Lincolnway E               Goshen             IN      46526       (574) 534-2736
* Granger Station                      SonRise Clippers Too, LLC         12776 State Rd 23               Granger            IN      46530       (574) 243-5197
 Greencastle                           Future Keys II, LLC               1752 Indianapolis Rd            Greencastle        IN      46135       (765) 301-7700
 Brandywine Plaza                      C Clips Corporation               1555 N State St                 Greenfield         IN      46140       (317) 462-5210
 Greensburg Commons                    C Clips Corporation               450 Greensburg Commons Ctr      Greensburg         IN      47240       (812) 663-2102
 Summerfield Center                    FK3, LLC                          2150 Independence Dr            Greenwood          IN      46143       (317) 360-9328
 Stones Crossing                       Future Keys II, LLC               2710 S State Road 135           Greenwood          IN      46143       (463) 300-5272
 Meridian Parke Plaza                  Future Keys II, LLC               3100 Meridian Parke Dr          Greenwood          IN      46142       (463) 300-5255
 Center Grove Market Place             Future Keys II, LLC               5899 N State Rd 135             Greenwood          IN      46143       (317) 530-5324
 Gateway Promenade                     Hanumanji, Inc.                   7911 Indianapolis Blvd          Hammond            IN      46324       (219) 554-6672
 Hobart Plaza                          db Thompson, Inc.                 1617 E 37th Ave                 Hobart             IN      46342       (219) 963-6131
* Forum Shoppes                        Eckert, Inc.                      2912 Walmart Dr                 Huntington         IN      46750       (260) 356-4955
 North Willow Commons                  Alternative Dimensions, Inc.      1424 W 86th St                  Indianapolis       IN      46260       (317) 269-7294
 Fortune Park                          Alternative Dimensions, Inc.      8840 Michigan Rd                Indianapolis       IN      46268       (317) 876-8330
 Geist Center                          BLOWN AWAY BY U LLC               11657 Fox Rd                    Indianapolis       IN      46236       (317) 723-3172




       GREAT CLIPS®                                                                        20 of 56                       EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                     OPEN SALONS

