                                                                            GREAT CLIPS® FRANCHISEES
                                                                        OPEN SALONS AS OF DECEMBER 31, 2024
                                                                                 *DENOTES MDA


Salon Name                          Franchisee                             Address                           City                State   Zip          Phone
* Horizon Crossing                   BAD HAT LLC                           13660 Horizon Blvd                Horizon City        TX      79928        (915) 774-5501
 Summerwood                          Chop It! LLC                          12661 W Lake Houston Pkwy         Houston             TX      77044        (281) 436-1374
 Meyerland Commons                   Chop It! LLC                          4960 Beechnut St                  Houston             TX      77096        (713) 349-0120
 The Plaza on San Felipe             DFW Salons, LLC                       1705 S Voss Rd                    Houston             TX      77057        (713) 393-7942
 249 & West Crossing                 Ethereal Holdings LLC                 6405 West Rd                      Houston             TX      77086        (281) 406-8940
 Village Plaza at Bunker Hill        JZJ Delight, Inc.                     9774 Katy Frwy                    Houston             TX      77055        (713) 468-4951
 Heights Marketplace                 JZJ Delight, Inc.                     174 Yale St                       Houston             TX      77007        (281) 974-2748
 Katy Green                          Nick and Sam Clips Inc.               19227 Katy Freeway                Houston             TX      77094        (832) 321-3393
 Shops at Vintage                    S & S HairTrendz LLC                  10850 Louetta Rd                  Houston             TX      77070        (281) 251-0400
 Ashford Center                      Windward Associates LLC               12545 Briar Forest Dr             Houston             TX      77077        (281) 870-1765
 Merchant's Park                     Windward Associates LLC               1417 W 11th St                    Houston             TX      77008        (713) 426-9044
 Shops at Oak Forest                 Windward Associates LLC               1210 W 43rd St                    Houston             TX      77018        (713) 812-7577
 Sawyer Heights Village              Windward Associates LLC               1923 Taylor St                    Houston             TX      77007        (713) 802-0229
 Spring Shadows                      Windward Associates LLC               2755 Gessner Rd                   Houston             TX      77080        (281) 888-2460
 Shops at Hudson Oaks                Kitty Paw, LLC                        100 S Oakridge Dr                 Hudson Oaks         TX      76087        (817) 599-9300
 Atasca Oaks                         Alamda Ventures, LLC                  6306 FM 1960 Rd E                 Humble              TX      77346        (281) 812-4888
 Ravenwood Shopping Center           B&R Clips LLC                         229 IH 45 S                       Huntsville          TX      77340        (936) 500-8493
 North Hurst                         DFW Salons, LLC                       775 Grapevine Hwy                 Hurst               TX      76054        (817) 503-2325
 Precinct Line Center                Wetnose, LLC                          1320 Precinct Line Rd             Hurst               TX      76053        (817) 282-5002
 Hanson's Corner                     Westend Holdings, Inc.                210 Ed Schmidt Blvd               Hutto               TX      78634        (512) 642-3634
 Star Ranch Market                   Westend Holdings, Inc.                2098 Muirfield Bend Dr            Hutto               TX      78634        (512) 712-5755
 MacArthur Park Shopping Center      MacArthur Headhunters, Inc.           7447 N MacArthur Blvd             Irving              TX      75063        (972) 869-0633
* Jackson Street                     Radhe Kishan II Inc.                  1314 S Jackson St                 Jacksonville        TX      75766        (903) 505-3889
 Joshua                              MegaClips, LLC                        1036 S Broadway St                Joshua              TX      76058        (817) 487-4788
 Shops at Katy Reserve               Chop It! LLC                          1721 Spring Green Blvd            Katy                TX      77494        (346) 387-6127
 Bay Hill                            CVS Enterprises, LLC                  1450 W Grand Pkwy S               Katy                TX      77494        (281) 392-1110
 Cross Creek Ranch                   DFW Salons, LLC                       5102 FM 1463 Rd                   Katy                TX      77494        (346) 707-8105
 Thor Ranch                          DFW Salons, LLC                       9555 Spring Green Blvd            Katy                TX      77494        (832) 913-3442
 Grand Morton Town Center            DFW Salons, LLC                       22720 Morton Ranch Rd             Katy                TX      77449        (832) 321-3664
 Highland Knolls                     Katy Clips, Inc.                      2020 S Fry Rd                     Katy                TX      77450        (281) 647-6760
 Katy Mills                          Revive Cuts, LLC                      25116 Market Place Dr             Katy                TX      77494        (832) 437-5010
 The Shops at Kings Fort             Radhe Kishan, Inc.                    100 Kings Fort Pkwy               Kaufman             TX      75142        (972) 968-7133
 Keller Town Crossing                Kitty Paw, LLC                        940 Keller Parkway (Hwy - 1709)   Keller              TX      76248        (817) 431-4646
 Kenedy Station                      Raul Fernandez                        131 Business Park Blvd            Kenedy              TX      78119        (830) 583-0313
 Kerrville Junction                  You Sit We Clip, LLC                  1304 Junction Hwy                 Kerrville           TX      78028        (830) 792-0400
* Stonecreek Plaza                   Radhe Kishan II Inc.                  1101 Stone St                     Kilgore             TX      75662        (469) 885-0102
 Killeen Marketplace                 Aristoxus, LLC                        1103 W Stan Schlueter Loop        Killeen             TX      76549        (254) 781-2083
 Killeen Crossing                    Aristoxus, LLC                        3650 W Stan Schlueter Loop        Killeen             TX      76549        (254) 519-1768
 Expressway Plaza                    Mane Image, LLC                       1200 Lowes Blvd                   Killeen             TX      76542        (254) 245-8671
 Kingwood Place                      Horse Thieving Investments, Inc.      20045 Northpark Dr                Kingwood            TX      77339        (281) 318-7193
 Kingwood                            Horse Thieving Investments, Inc.      4521 Kingwood Dr                  Kingwood            TX      77345        (281) 973-9543
 Kyle Marketplace                    Westend Holdings, Inc.                5401 S FM 1626                    Kyle                TX      78640        (512) 268-0300
 The Shops at Spencer                Chop It! LLC                          8920 Spencer Hwy                  La Porte            TX      77571        (832) 780-0916
 Lake Jackson Commons                Chop It! LLC                          121 Highway 332 W                 Lake Jackson        TX      77566        (979) 285-2075
 Lake Worth                          DFW Salons, LLC                       3980 Boat Club Rd                 Lake Worth          TX      76135        (817) 237-4831
 Lakeway Towne Center                Mane Image, LLC                       2410 RR 620 S                     Lakeway             TX      78734        (512) 263-9003
 Lampasas Walmart                    Aristoxus, LLC                        1708 Central Texas Expressway     Lampasas            TX      76550        (512) 564-5004
 Encino Plaza                        Krishna 2 Franchising, LLC            1211 E Del Mar Blvd               Laredo              TX      78041        (956) 568-1202
 South Shore Marketplace             Horse Thieving Investments, Inc.      2640 E League City Pkwy           League City         TX      77573        (281) 334-7170
 W League City Pkwy at Hobbs         Windward Associates LLC               1940 W League City Pkwy           League City         TX      77573        (713) 858-3427
 Gateway at Leander                  Westend Holdings, Inc.                1395 Hwy 183                      Leander             TX      78641        (512) 260-7294
 Market at Valley Parkway            FSG Group, LLC                        1079 W FM 3040                    Lewisville          TX      75067        (214) 488-8371




       GREAT CLIPS®                                                                          48 of 56                          EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                          OPEN SALONS

