                                                                     GREAT CLIPS® FRANCHISEES
                                                                 OPEN SALONS AS OF DECEMBER 31, 2024
                                                                          *DENOTES MDA


Salon Name                        Franchisee                           Address                      City                  State   Zip         Phone
 Northwood Plaza                  FourFold Enterprises, Inc.           2524-B N McMullen Booth Rd   Clearwater            FL      33761       (727) 253-4975
 Clearwater Mall                  Gateway Clippers Holdings II, LLC    2663 Gulf To Bay Blvd        Clearwater            FL      33759       (727) 796-4200
 Sunset Point                     Gateway Clippers Holdings II, LLC    23690 US Hwy 19 N            Clearwater            FL      33765       (727) 797-6611




       GREAT CLIPS®                                                                    10 of 56                         EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                   OPEN SALONS

