                                                                         GREAT CLIPS® FRANCHISEES
                                                                     OPEN SALONS AS OF DECEMBER 31, 2024
                                                                              *DENOTES MDA


Salon Name                          Franchisee                             Address                      City                    State   Zip         Phone
 Romeo Plank Crossing               Hallwood Group, LLC                    50918 Romeo Plank Rd         Macomb                  MI      48044       (586) 263-8100
 Macomb East                        Hallwood of Macomb, Inc.               21890 23 Mile Rd             Macomb                  MI      48042       (586) 598-7141
 Hall & Heydenreich Target Center   Hallwood of Macomb, Inc.               20807 Hall Rd                Macomb                  MI      48044       (248) 825-4110
* Manistee In-Store-Meijer          SonRise Clippers, LLC                  15 Caberfae Hwy              Manistee                MI      49660       (231) 299-1204
 Marysville Plaza                   Hallwood of Marysville, Inc.           3156 Gratiot Blvd            Marysville              MI      48040       (810) 388-9882
 Milford Center                     MCD Enterprises 3, LLC                 149 S Milford Rd             Milford                 MI      48381       (248) 684-1047
 French Town Plaza                  PVW Midwest Cutters, LLC               2227 Telegraph Rd            Monroe                  MI      48162       (734) 242-4889
 Monroe Shopping Plaza              PVW Midwest Cutters, LLC               958 S Monroe St              Monroe                  MI      48161       (734) 639-2792
 Stadium Mall                       Cian MacSweeney Holdings, LLC          2018 S Mission St            Mount Pleasant          MI      48858       (989) 773-0050
 North Muskegon Inline              BAM Cuts, LLC                          1888 Holton Road             Muskegon                MI      49445       (616) 373-0742
 Sternberg Crossing                 Gold Star Salons LLC                   5350 Harvey St               Muskegon                MI      49444       (231) 799-9108
 Roosevelt Park Town Centre         Gold Star Salons LLC                   3355 Henry St                Muskegon                MI      49441       (231) 766-8605
* Niles                             SonRise Clippers, LLC                  728 S 11th St                Niles                   MI      49120       (269) 684-6439
 Shoppes at the Trail               Daisy Doo's Part 2, LLC                31194 Beck Rd                Novi                    MI      48377       (248) 669-6657
 Meridian Towne Centre              Cian MacSweeney Holdings, LLC          4918 Marsh Rd                Okemos                  MI      48864       (517) 347-0099
 Oxford Crossings                   Pankaj Dhingra                         962 N Lapeer Rd              Oxford                  MI      48371       (248) 236-9065
* Petoskey                          SonRise Clippers, LLC                  1345 Victories Lane          Petoskey                MI      49770       (231) 753-2129
 Plainwell Otsego                   Cookeze Clips, Inc.                    1307 M 89                    Plainwell               MI      49080       (269) 685-9420
 Plymouth Square                    Gamly Clips, LLC                       44523 Ann Arbor Rd W         Plymouth                MI      48170       (734) 956-3480
 Sheldon Place                      Gamly Clips, LLC                       15167 N Sheldon Rd           Plymouth                MI      48170       (734) 855-6973
 Fortress Hill Plaza                Hallwood of Marysville, Inc.           1420 24th Street             Port Huron              MI      48060       (810) 294-5594
 Greenspire Shoppes                 Cookeze Clips, Inc.                    3259 W Centre Ave            Portage                 MI      49024       (269) 716-3336
 Romence Village                    Cookeze Clips, Inc.                    621 Romence Rd               Portage                 MI      49024       (269) 323-8937
 Richmond Shopping Plaza            B&C Cutters, Inc.                      66892 Gratiot Ave            Richmond                MI      48062       (586) 430-1129
 Riverview Center                   AMJAY Corp.                            17034 Fort St                Riverview               MI      48913       (734) 282-4424
 City Walk SC                       AMJAY Corp.                            1416 N Rochester Rd          Rochester Hills         MI      48307       (248) 652-7885
 Adams Marketplace                  JETTIM, LLC                            2540 S Adams Rd              Rochester Hills         MI      48309       (248) 491-6633
 University Square                  JETTIM, LLC                            3216 Walton Blvd             Rochester Hills         MI      48309       (248) 759-4067
 Rochester Hamlin Retail Center     Style N Smile, LLC                     1970 S Rochester Rd          Rochester Hills         MI      48307       (248) 608-4544
 Rockford Ridge                     Gold Star Salons LLC                   2745 10 Mile Rd              Rockford                MI      49341       (616) 863-1173
 Roseville Village                  Just Hair, LLC                         31965 Gratiot Ave            Roseville               MI      48066       (586) 293-5500
 Marketplace of Royal Oak           AMJAY Corp.                            2130 East 12 Mile Rd         Royal Oak               MI      48067       (248) 607-7211
 Green Acres                        Yongping Guo                           4630 State St                Saginaw                 MI      48603       (989) 401-9999
 St. Clair Plaza                    Hallwood of Marysville, Inc.           405 Clinton Ave              Saint Clair             MI      48079       (810) 740-5025
 Lakeshore Village                  Style N Smile No. 7, LLC               23195 Marter Rd              Saint Clair Shores      MI      48080       (586) 443-4244
* Martin's St. Joseph Plaza         SonRise Clippers Too, LLC              2107 S Cleveland Ave         Saint Joseph            MI      49085       (269) 985-0058
 State Street Crossing              MCD Enterprise 2, LLC                  6889 State Rd                Saline                  MI      48176       (734) 429-0400
 Shelby Township                    AMJAY NO 1 CORPORATION                 12169 23 Mile Rd             Shelby Township         MI      48315       (586) 991-0066
 King's Kountry                     Style N Smile No. 9, LLC               47647 Van Dyke Ave           Shelby Township         MI      48317       (586) 323-7900
 Hayes Center Shoppes               Style N Smile, LLC                     45617 Hayes Rd               Shelby Township         MI      48315       (586) 532-5477
 Brookdale Square                   AMJAY Corp.                            22321 Pontiac Trl            South Lyon              MI      48178       (248) 278-8155
 Eureka Crossing                    AMJAY Corp.                            15260 Eureka Rd              Southgate               MI      48195       (734) 285-3655
 Ham Center                         B&C Cutters, Inc.                      40048 Van Dyke Ave           Sterling Heights        MI      48313       (586) 977-1718
 Sterling Heights Retail Center     GC Berkley, LLC                        2132 Metropolitan Parkway    Sterling Heights        MI      48310       (248) 597-0472
 Kirkwood Plaza                     Style N Smile No. 1, LLC               42938 Schoenherr Rd          Sterling Heights        MI      48313       (586) 247-3008
 Ryan Shopping Center               Style N Smile No. 4, LLC               40792 Ryan Rd                Sterling Heights        MI      48310       (586) 983-2578
* Stevensville at Meijer            SonRise Clippers, LLC                  5019 Red Arrow Hwy           Stevensville            MI      49127       (269) 429-1867
 Sturgis Retail Center              Cookeze Clips, Inc.                    1352 S Centerville Rd        Sturgis                 MI      49091       (269) 503-7077
 Kirklynn Commons                   AMJAY Corp.                            22316 Goddard Rd             Taylor                  MI      48180       (313) 299-1419
 Telegraph Road - Walmart Plaza     PVW Midwest Cutters, LLC               7725 Telegraph Rd            Taylor                  MI      48180       (313) 292-8888
 Tecumseh Plaza                     East West Cutters, Inc.                1444 W Chicago Blvd          Tecumseh                MI      49286       (517) 301-4884
 River Country Plaza                ZC Enterprises, LLC                    701 S US Highway 131         Three Rivers            MI      49093       (269) 273-4999
* East Bay Plaza                    SonRise Clippers, LLC                  748 Munson Ave               Traverse City           MI      49686       (231) 252-4024
 Northfield Commons                 JETTIM, LLC                            2125 South Blvd W            Troy                    MI      48098       (248) 828-7020
 Emerald Lakes Plaza                Style N Smile No. 11, LLC              5945 John R Rd               Troy                    MI      48085       (248) 879-8800
 Troy Commons                       Style N Smile No. 2, LLC               3091 Rochester Rd            Troy                    MI      48083       (248) 680-8900
 Sunset Plaza                       Style N Smile No. 5, LLC               57 E Long Lake Rd            Troy                    MI      48085       (248) 879-6007
 Heritage Village                   Daisy Doo's, LLC                       5715 12 Mile Rd              Warren                  MI      48092       (586) 576-1760
 Schoenherr Shoppes                 Daisy Doo's, LLC                       25385 Schoenherr Rd          Warren                  MI      48089       (586) 585-1264
 Schoenherr Plaza                   Just Hair II, LLC/Just Hair III, LLC   13586 E 14 Mile Rd           Warren                  MI      48088       (586) 272-2332
 Washington Commons                 Sanra II, Inc.                         8631 26 Mile Rd              Washington Township     MI      48094       (586) 677-3808
 Washington Pointe Plaza            AMJAY NO 1 CORPORATION                 65930 Van Dyke Rd            Washington Twp          MI      48095       (586) 697-1354
 Waterford Plaza                    Suburban Cuts, Inc.                    5156 Highland Rd             Waterford               MI      48327       (248) 618-8880
 Wayland                            SonRise Clippers, LLC                  322 Reno Dr                  Wayland                 MI      49348       (269) 525-1515
 Gateway Center                     Zelco, LLC                             7164 Orchard Lake Rd         West Bloomfield         MI      48322       (248) 855-2887




       GREAT CLIPS®                                                                          26 of 56                         EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                         OPEN SALONS

