                                                                          GREAT CLIPS® FRANCHISEES
                                                                      OPEN SALONS AS OF DECEMBER 31, 2024
                                                                               *DENOTES MDA


Salon Name                             Franchisee                            Address                            City                   State   Zip         Phone
 Mandarin Central S/C                   J.V.L. ClipX, Inc.                   11018 Old Saint Augustine Rd       Jacksonville           FL      32257       (904) 292-2383
 Bartram Village                        Leap Cuts, LLC                       12553 Bartram Park Blvd            Jacksonville           FL      32258       (904) 374-6465
 Julington Creek                        Leap Cuts, LLC                       2750 Race Track Rd                 Jacksonville           FL      32259       (904) 287-6022
 The Exchange at eTown                  M2 Salon Holdings LLC                11025 Etown Pkwy                   Jacksonville           FL      32256       (904) 660-2018
 Argyle Village Shopping Center         Shine Star Cuts LLC                  6001 Argyle Forest Drive           Jacksonville           FL      32244       (904) 374-2152
 Deerwood Village Mall                  Sunny Clippers, Inc.                 9936 Old Baymeadows Rd             Jacksonville           FL      32256       (904) 503-3672
 Crown Point                            The Yatt Club, Inc.                  10111 San Jose Blvd                Jacksonville           FL      32257       (904) 260-6636
 Pablo Plaza                            Leap Cuts, LLC                       2220 3rd St S                      Jacksonville Beach     FL      32250       (904) 853-5493
 JAX Beach Publix                       Sunny Clippers, Inc.                 408 Beach Blvd                     Jacksonville Beach     FL      32250       (904) 853-6042
 Poinciana Shoppes                      Boland Management Group, LLC         4638 Pleasant Hill Rd              Kissimmee              FL      34759       (407) 785-2429
 Kissimmee West                         Gateway Clippers Holdings III, LLC   4797 W Irlo Bronson Memorial Hwy   Kissimmee              FL      34746       (407) 397-2800
 The Crosslands                         M & D Clips, LLC                     690 Centerview Blvd                Kissimmee              FL      34741       (407) 201-2552
 Gleason Place                          Golden Isles R.I.C.E., LLC           189 NW Hutton Pl                   Lake City              FL      32055       (386) 487-5144
 Cornerstone at Lake Mary               Gateway Clippers Holdings III, LLC   849 Rinehart Rd                    Lake Mary              FL      32746       (407) 324-2737
 Lake Mary Centre                       Gateway Clippers Holdings III, LLC   3889 Lake Emma Rd                  Lake Mary              FL      32746       (407) 333-4486
 Plaza at Lake Park                     TNT Jupiter Clips, Inc.              1244 Northlake Blvd                Lake Park              FL      33403       (561) 515-5410
 Shoppes on the Ridge                   Lake Wales of GC, LLC                24057 US Hwy 27                    Lake Wales             FL      33859       (863) 676-9100
 Marketplace at Wycliffe                Hancor Clips Three Inc.              4095 South State Rd 7              Lake Worth             FL      33449       (561) 323-2662
 Shoppes of Lake Miriam Crossing        39th Ave GC, LLC                     4747 S Florida Ave                 Lakeland               FL      33813       (863) 644-0953
 Highland City Towncenter               Highland GC, LLC                     5175 US Hwy 98 S                   Lakeland               FL      33812       (863) 644-3075
 Publix at County Line Road             PDGC of Manatee, LLC                 5170 County Line Rd                Lakeland               FL      33811       (863) 646-0011
 Plantation Square                      Strategic Hair Investments, Inc.     5355 N Socrum Loop Rd              Lakeland               FL      33809       (863) 937-1900
 Target Center                          Strategic Hair Investments, Inc.     3540 Harden Blvd                   Lakeland               FL      33803       (863) 617-7010
 High Glen                              Strategic Hair Investments, Inc.     2018 E County Rd 540A              Lakeland               FL      33813       (863) 209-6348
 Town and Country Square                TNC GC, LLC                          2274 Griffin Rd                    Lakeland               FL      33810       (863) 940-4876
 Lakewood Ranch Plaza                   JAL Clippers, LLC                    8370 Market St                     Lakewood Ranch         FL      34202       (941) 893-5838




       GREAT CLIPS®                                                                           11 of 56                               EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                                OPEN SALONS

