                                                                        GREAT CLIPS® FRANCHISEES
                                                                    OPEN SALONS AS OF DECEMBER 31, 2024
                                                                             *DENOTES MDA


Salon Name                          Franchisee                            Address                             City                  State   Zip         Phone
 Lincoln Commons                    Windjammers Corporation               72 Snelling Ave S                   Saint Paul            MN      55105       (651) 698-4675
 Pine Cone Marketplace              Stevens Unlimited of St. Paul, Inc.   1733 Pine Cone Rd S                 Sartell               MN      56377       (320) 259-0460
 The Shoppes at Epic Center         Stevens Unlimited of St. Paul, Inc.   101 County Road 120                 Sartell               MN      56303       (320) 774-1372
 Market Place at 42                 Prior Ties, Inc.                      8200 County Rd 42                   Savage                MN      55378       (952) 447-0277
 Crossroads Center                  Catch the Wave, Inc.                  1172 Vierling Dr E                  Shakopee              MN      55379       (952) 496-9055
 Shorewood Village                  RAS Corporation                       23760 Highway 7                     Shorewood             MN      55331       (952) 470-5390
 Park Place Plaza                   Aster Clips LLC                       1650 Park Place Blvd                St Louis Park         MN      55416       (952) 544-8787
 Knollwood                          RAS Corporation                       8136 Hwy 7                          St Louis Park         MN      55426       (952) 933-7525
 Division Place                     Stevens Unlimited of St. Paul, Inc.   2860 W Division St                  St. Cloud             MN      56301       (320) 259-4363
 Stillwater Plaza                   Newport Clippers, Inc.                1820 Market Dr                      Stillwater            MN      55082       (651) 439-7350
 Vadnais Square                     Aster Clips LLC                       967 County Road E East              Vadnais Heights       MN      55127       (651) 415-1819
 Heights Plaza                      Windjammers Corporation               1054 East Highway 96                Vadnais Heights       MN      55127       (651) 426-7142
 Waconia Marketplace                RAS Corporation                       769 Marketplace Dr                  Waconia               MN      55387       (952) 442-9840
 Lakeside Shops                     Aster Clips LLC                       1975 Whitaker Ave                   White Bear Lake       MN      55110       (651) 429-2444
 Century Hills                      Newport Clippers, Inc.                2674 County Road E E                White Bear Lake       MN      55110       (651) 262-2880
 White Bear Marketplace             Newport Clippers, Inc.                1960 Buerkle Rd                     White Bear Lake       MN      55110       (651) 340-0506
 Shoppes of Willmar                 Stevens Unlimited of St. Paul, Inc.   2323 1st St S                       Willmar               MN      56201       (320) 231-2040
 Winona                             Snip, Inc.                            945 Frontenac Dr                    Winona                MN      55987       (507) 452-1779
 Commerce Hill                      W. Peyton Co.                         437 Commerce Dr                     Woodbury              MN      55125       (651) 528-8864
 Woodbury Village                   W. Peyton Co.                         7060 Valley Creek Plz               Woodbury              MN      55125       (651) 738-7599
 Tamarack Village Shopping Center   W. Peyton Co.                         8446 Tamarack Vlg                   Woodbury              MN      55125       (651) 730-1575
 Worthington                        J&J Salons, LLC                       1151 Ryans Rd                       Worthington           MN      56187       (507) 376-5566
 Vogel Road                         Adlib Too, Inc.                       3884 Vogel Rd                       Arnold                MO      63010       (636) 287-3808
 Arnold Commons                     Modern Day Clippers, Inc.             858 Arnold Commons Drive            Arnold                MO      63010       (636) 282-7232
 Ballwin                            MPE, Inc.                             15010 Manchester Rd                 Ballwin               MO      63011       (636) 256-7004
 Belton Crossroads                  Carpe Diem, Inc.                      201 N Cedar Dr                      Belton                MO      64012       (816) 322-8112
 Keystone Plaza                     IRIS Corporation                      1630 Highway 7 South                Blue Springs          MO      64014       (816) 224-2992
 Prestige Plaza                     IRIS Corporation                      1988 NW Hwy 7                       Blue Springs          MO      64014       (816) 228-8330
 Home Depot Plaza                   Gateway Clippers Holdings LLC         11243 St Charles Rock Rd            Bridgeton             MO      63044       (314) 291-2927
 Cape West                          The Mane Group, Inc.                  118 Siemers Dr                      Cape Girardeau        MO      63701       (573) 803-2990
 Town Plaza Shopping Center         The Mane Group, Inc.                  2136 William St                     Cape Girardeau        MO      63703       (573) 335-0885
* Carthage Walmart                  Carpe Diem, Inc.                      104 W George E Phelps Blvd          Carthage              MO      64836       (417) 237-0227
 Hilltown Village                   Gateway Clippers Holdings LLC         119 Hilltown Village Ctr            Chesterfield          MO      63017       (636) 537-9932
 Town & Country Crossing            MPE, Inc.                             1172 Town and Country Crossing Dr   Chesterfield          MO      63017       (636) 527-3662
 Four Seasons Center                Shear Genius, LLC                     16 Four Seasons Shopping Ctr        Chesterfield          MO      63017       (314) 878-7712
 Fairview Marketplace               Show Me Clippers, Inc.                2901 W Broadway                     Columbia              MO      65203       (573) 446-4323
 Broadway Shops                     Show Me Clippers, Inc.                2703 E Broadway                     Columbia              MO      65201       (573) 874-1415
 Grindstone Plaza                   Show Me Clippers, Inc.                1305 Grindstone Parkway             Columbia              MO      65201       (573) 442-9799
 Sappington Square                  Modern Day Clippers, Inc.             9560 Watson Rd                      Crestwood             MO      63126       (314) 843-1388
 Olympic Oaks                       Gateway Clippers Holdings III, LLC    12141 Manchester Rd                 Des Peres             MO      63131       (314) 965-4760
 Desloge                            Shear Genius, LLC                     1137 N Desloge Dr                   Desloge               MO      63601       (573) 431-9666
 DeSoto Crossing                    Shear Genius, LLC                     12878 Hwy 21                        DeSoto                MO      63020       (636) 337-0660
 Maple Tree                         Gateway Clippers Holdings II, LLC     349 Clarkson Rd                     Ellisville            MO      63011       (636) 220-3788
 Eureka Towne Center                Shear Genius, LLC                     165 Eureka Towne Center Dr          Eureka                MO      63025       (636) 938-3944
 Truman Center                      IRIS Corporation                      2367 Vintage Dr                     Excelsior Springs     MO      64024       (816) 602-0023
 Maple Valley Center                Shear Genius, LLC                     766 Market St                       Farmington            MO      63640       (573) 760-0022




       GREAT CLIPS®                                                                        28 of 56                               EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                             OPEN SALONS

