                                                             GREAT CLIPS® FRANCHISEES
                                                         OPEN SALONS AS OF DECEMBER 31, 2024
                                                                  *DENOTES MDA


Salon Name                      Franchisee                     Address                        City                 State   Zip         Phone
 Oak Tree Road                  Plainfield Clippers, Inc.      902 Oak Tree Ave               South Plainfield     NJ      7080        (732) 997-4502
 Hadley Shopping Center         Sanskar Sanskriti, LLC         4917 Stelton Rd                South Plainfield     NJ      7080        (908) 222-7099
 Roxbury Mall                   Blue Spyder Holdings, LLC      275-60 Route 10 E              Succasunna           NJ      7876        (973) 584-8000
 Tri City Plaza                 Emance Three, LLC              2360 Lakewood Rd               Toms River           NJ      8755        (732) 276-8162
 Toms River 37 East             Mad Ventures Inc.              165 Route 37 E                 Toms River           NJ      8753        (732) 228-7080
 Union Plaza                    GREAT PLAN B LLC               2401 Route 22 W                Union                NJ      7083        (908) 686-4900
 Vineland Crossing              Emance, Inc.                   1255 W Landis Ave              Vineland             NJ      8360        (856) 839-0796
 Cedar Hill                     Folk Design Group, LLC         152 Route 73                   Voorhees             NJ      8043        (856) 753-8808
 Acme Shopping Center           Clive M & Company Inc.         455 NJ 23N                     Wantage              NJ      7461        (973) 552-9434
 Waretown Town Center           Mad Hair Inc.                  501 Rt 9                       Waretown             NJ      8758        (609) 242-2900
 Watchung Square Mall           HODA Group, LLC                1511 Route 22 W                Watchung             NJ      7069        (908) 412-0606
 West Deptford ShopRite         Exit 98 Enterprises, LLC       1075 Mantua Pike               West Deptford        NJ      8096        (856) 681-2171
 Busy Lady Plaza                ClipSilver LLC                 321 Route 15 N                 Wharton              NJ      7885        (973) 400-1700
 West Avenue Center             EMANCE OF WOODSTOWN LLC        300 West Ave                   Woodstown            NJ      8098        (856) 823-5190
 Wyoming Mall                   GRACE O MALLEY LLC             2270 Wyoming Boulevard NE      Albuquerque          NM      87112       (505) 294-4403
 Ventana Ranch                  Kokopelli New Mexico, Inc.     6501 Paradise Blvd NW          Albuquerque          NM      87114       (505) 890-5597
 Andalucia                      Kokopelli New Mexico, Inc.     5600 Coors Blvd NW             Albuquerque          NM      87120       (505) 554-2825
 The Plaza at Cottonwood        Kokopelli New Mexico, Inc.     10260 Coors Bypass NW          Albuquerque          NM      87114       (505) 899-7393
 La Cueva Town Center           Kokopelli New Mexico, Inc.     8100 Wyoming Blvd NE           Albuquerque          NM      87113       (505) 798-1999
 High Desert                    Kokopelli New Mexico, Inc.     12231 Academy Rd NE            Albuquerque          NM      87111       (505) 292-9888
 Montgomery Plaza               Kokopelli New Mexico, Inc.     5011 Montgomery Blvd NE        Albuquerque          NM      87109       (505) 295-3963
 Heritage                       Kokopelli New Mexico, Inc.     1800 Unser Blvd NW             Albuquerque          NM      87120       (505) 312-7175
 North Towne Plaza              Patel Group 2, LLC             5901 Wyoming Blvd              Albuquerque          NM      87109       (505) 797-2297
 Las Estancias                  Patel Group, LLC               3715 Las Estancias Way         Albuquerque          NM      87121       (505) 877-0016
 Shops at Nob Hill              Sonam Group 2, LLC             933 San Mateo Blvd NE          Albuquerque          NM      87108       (505) 265-4125
 Towne Park Plaza               Sonam Group 4, LLC             330 Eubank Blvd NE             Albuquerque          NM      87123       (505) 323-7900
 Four Hills Shopping Center     Sonam Group 5, LLC             13170 Central Ave SE           Albuquerque          NM      87123       (505) 296-4620
 Golf Course & Paseo            Sonam Group 6, LLC             8521 Golf Course NW            Albuquerque          NM      87114       (505) 503-1286
 Juan Tabo Plaza                Sonam Group, LLC               11048 Montgomery Blvd NE       Albuquerque          NM      87111       (505) 299-1736
 Fiesta Plaza                   Two Tees Mechanical, Inc.      2626 San Pedro Dr NE           Albuquerque          NM      87110       (505) 872-4247
 Cavern City Shopping Center    Patel Clips 7, LLC             1302 S Canal St                Carlsbad             NM      88220       (575) 885-1559
 Espanola                       Patel Clips 5, LLC             1404 N Riverside Dr            Espanola             NM      87532       (505) 747-7662
 Star Plaza                     Patel Clips 6, LLC             3832 E Main St                 Farmington           NM      87402       (505) 327-4911
* Lohman                        BAD HAT LLC                    3835 E Lohman                  Las Cruces           NM      88011       (575) 259-3962
* The Ranch                     BAD HAT LLC                    4153 White Sage Arc            Las Cruces           NM      88011       (575) 222-0318
 Los Lunas                      Kokopelli New Mexico, Inc.     2270 Main St NW                Los Lunas            NM      87031       (505) 866-4247
 Southern & 528                 Sonam Group 3, LLC             3851 Southern Blvd SE          Rio Rancho           NM      87124       (505) 891-7750
 Enchanted Hills SC             Two Tees Mechanical, Inc.      7820 Enchanted Hills Blvd NE   Rio Rancho           NM      87144       (505) 771-2833
 Coronado Center                Patel Clips 2, LLC             530 W Cordova Rd               Santa Fe             NM      87505       (505) 984-3037
 San Isidro Plaza               Patel Clips 3, LLC             3201 Zafarano Dr               Santa Fe             NM      87507       (505) 424-3344
 Entrada Contenta               Patel Clips 4, LLC             5041 Main St                   Santa Fe             NM      87507       (505) 474-9174
 De Vargas Center Mall          Patel Clips, LLC               500 N Guadalupe St             Santa Fe             NM      87501       (505) 955-9944
 Joshua Tree Plaza              VGURU, LLC                     1018 Nevada Way                Boulder City         NV      89005       (725) 255-7100
* North Carson Crossing         Cha Ching, Inc.                3250 Retail Dr                 Carson City          NV      89706       (775) 884-9933
* Smith's Shopping Center       Cha Ching, Inc.                6 Pine Cone Rd                 Dayton               NV      89403       (775) 246-5252
 Elko Junction                  Hutchinson-Hill, LC            2519 Mountain City Highway     Elko                 NV      89801       (775) 753-6652
* Fallon Walmart Center         Cha Ching, Inc.                2197 Casey Rd                  Fallon               NV      89406       (775) 294-6285
* Chisholm Crossing             Cha Ching, Inc.                1201 Penny Ln                  Fernley              NV      89408       (775) 575-7770
 Pebble Market Place            Nugent, LLC                    1550 N Green Valley Pkwy       Henderson            NV      89074       (702) 778-3777
 Sunset                         Nugent, LLC                    1533 W Sunset Rd               Henderson            NV      89014       (702) 454-8700
 Cornet Plaza                   Sukhbir Pannu                  771 E Horizon Dr               Henderson            NV      89015       (702) 566-0214
 Horizon and Horizon            Sukhbir Pannu                  55 E Horizon Ridge Pkwy        Henderson            NV      89002       (702) 221-7110
 Anthem Village Center          Sukhbir Pannu                  2505 Anthem Village Dr         Henderson            NV      89052       (702) 754-1450
 Parkway Springs Plaza          VGURU, LLC                     2293 Green Valley Pkwy         Henderson            NV      89014       (702) 778-3750
 Inspirada Marketplace          VGURU, LLC                     2345 Via Inspirada             Henderson            NV      89044       (702) 829-6128
 Wigwam Center                  VGURU, LLC                     126 N Stephanie St             Henderson            NV      89074       (702) 909-7800
 Cadence                        VGURU, LLC                     815 E Lake Mead Pkwy           Henderson            NV      89015       (702) 848-5323
 Alamosa Plaza                  Business Investor Group, LLC   2833 E Desert Inn Rd           Las Vegas            NV      89121       (702) 369-2479
 Winterwood Pavilion            Business Investor Group, LLC   2208 Nellis Blvd               Las Vegas            NV      89104       (702) 432-9192
 Decatur 215                    Nugent, LLC                    6171 N Decatur Blvd            Las Vegas            NV      89130       (702) 982-0499
 Mountain's Edge                Nugent, LLC                    8090 Blue Diamond Rd           Las Vegas            NV      89178       (702) 816-4385
 Blue Diamond Ranch Center      Nugent, LLC                    4770 Blue Diamond Rd           Las Vegas            NV      89139       (702) 260-6404




       GREAT CLIPS®                                                              34 of 56                        EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                            OPEN SALONS

