                                                                      GREAT CLIPS® FRANCHISEES
                                                                  OPEN SALONS AS OF DECEMBER 31, 2024
                                                                           *DENOTES MDA


Salon Name                         Franchisee                          Address                             City                State   Zip         Phone
 Sundome Crossing                   Shear Quality, Inc.                19423 N R H Johnson Blvd            Sun City West       AZ      85375       (623) 546-3460
 Prasada Marketplace                A Cut Above, Inc.                  16995 W Greenway Rd                 Surprise            AZ      85388       (623) 546-8309
 Surprise Crossing                  Bell Hair, Inc.                    13794 W Waddell Rd                  Surprise            AZ      85379       (623) 546-3683
 Marketplace at Asante              BNGC, Inc.                         16350 West Pat Tillman Blvd         Surprise            AZ      85387       (480) 952-5320
 Grand Market                       Shear Quality, Inc.                14545 W Grand Ave                   Surprise            AZ      85374       (623) 546-3391
 Waddell and Reems                  Waddell Clips, Inc.                15411 W Waddell Rd                  Surprise            AZ      85379       (623) 214-3611
 Warner Ranch Plaza                 Hand's Shear Magic, Inc.           9920 S Rural Rd                     Tempe               AZ      85284       (480) 753-4242
 Valley Plaza                       Hand's Shear Magic, Inc.           3223 S McClintock Dr                Tempe               AZ      85282       (480) 756-2570
 McClintock & Guadalupe             MG Clips, Inc.                     1825 E Guadalupe Rd                 Tempe               AZ      85283       (480) 730-1511
 Mill & Southern                    Shear Quality, Inc.                3122 S Mill Ave                     Tempe               AZ      85282       (480) 894-6306
* Valencia Market Place             Tucson Clips, LLC                  1785 West Valencia                  Tucson              AZ      85746       (520) 777-6770
* El Dorado Village                 Tucson Clips, LLC                  1101 N Wilmot Rd                    Tucson              AZ      85712       (520) 867-6091
* Madera Village                    Tucson Clips, LLC                  9121 E Tanque Verde Road            Tucson              AZ      85749       (520) 203-8400
* Cortaro Ranch                     Tucson Clips, LLC                  5730 W Cortaro Farms Rd             Tucson              AZ      85742       (520) 328-8904
* Shoppes at 1st and Roger          Tucson Clips, LLC                  4016 N 1st Ave                      Tucson              AZ      85719       (520) 293-3119
* Desert Springs                    Tucson Clips, LLC                  7250 N La Cholla Blvd               Tucson              AZ      85741       (520) 297-1320
* Golder Ranch                      Tucson Clips, LLC                  15270 N Oracle Rd                   Tucson              AZ      85739       (520) 825-3011
* Rita Ranch                        Tucson Clips, LLC                  9080 E Valencia Rd                  Tucson              AZ      85747       (520) 663-1943
* Safeway Plaza                     Tucson Clips, LLC                  6330 E Golf Links Rd                Tucson              AZ      85730       (520) 514-2183
* Twin Peaks                        Tucson Clips, LLC                  9110 N Silverbell Rd                Tucson              AZ      85743       (520) 744-3489
* Frys at Rita Ranch                Tucson Clips, LLC                  8110 S Houghton Rd                  Tucson              AZ      85747       (520) 574-9769
* Broadway East Plaza               Tucson Clips, LLC                  8804 E Broadway Blvd                Tucson              AZ      85710       (520) 885-0259
* Tucson Marketplace                Tucson Clips, LLC                  1570 E Tucson Marketplace Blvd      Tucson              AZ      85713       (520) 792-1365
* Shoppes at Camp Lowell            Tucson Clips, LLC                  3225 N Swan Rd                      Tucson              AZ      85712       (520) 327-0507
* River Park                        Tucson Clips, LLC                  5095 N La Canada Dr                 Tucson              AZ      85704       (520) 408-2215
 Gladwin Center                     0476321 BC, Ltd.                   102-2955 Gladwin Rd                 Abbotsford          BC      V2T 5T4     (604) 859-9494
 Sumas Mountain Village             Buzzmark Holdings, Ltd.            155-2362 Whatcom Rd                 Abbotsford          BC      V3G 0C1     (604) 859-4200
 Aldergrove Village                 0476321 BC, Ltd.                   26310 Fraser Hwy                    Aldergrove          BC      V4W 2Z7     (604) 625-5222
 Mariner Square                     0946341 B.C. LTD                   310-1400 Dogwood St                 Campbell River      BC      V9W 3A6     (778) 346-4012
 Eagle Landing                      0476321 BC, Ltd.                   8249 Eagle Landing Pkwy             Chilliwack          BC      V2R 0P9     (604) 795-7779
 Cariboo Shopping Center            Buzzmark Holdings, Ltd.            435 North Rd                        Coquitlam           BC      V3K 3V9     (604) 931-4042
 Westwood Plateau                   Great Fun, Inc.                    C2-1410 Parkway Blvd                Coquitlam           BC      V3E 3J7     (604) 464-4877
 Courtenay                          R & M Hair Productions, Inc.       3175 Cliffe Ave                     Courtenay           BC      V9N 2L9     (250) 338-9800
 Beverly Corners Marketplace        Vandalay Enterprises, LTD          2755 Beverly St                     Duncan              BC      V9L 6X2     (250) 597-2547
* Willow Park Shopping Center       PDB Holdings, Ltd.                 25-590 Hwy 33 W                     Kelowna             BC      V1X7K8      (778) 940-7019
* Orchard Plaza                     PDB Holdings, Ltd.                 1876 Cooper Rd                      Kelowna             BC      V1Y 9N6     (250) 763-1229
* Brandt's Creek Crossing           PDB Holdings, Ltd.                 110-1972 Kane Rd                    Kelowna             BC      V1V 2E5     (250) 860-8853
* Airport Plaza                     PDB Holdings, Ltd.                 201 - 1750 Pier Mac Way             Kelowna             BC      V1V 2K1     (778) 753-7030
 Willoughby Town Centre             Buzzmark Holdings, Ltd.            150-20728 Willoughby Town Centre Dr Langley             BC      V2Y 0P3     (604) 882-1119
 Fraser Crossing                    Buzzmark Holdings, Ltd.            20821 Fraser Hwy                    Langley             BC      V3A 4G7     (604) 533-1831
 Walnut Grove                       Buzzmark Holdings, Ltd.            506-8840 210 St                     Langley             BC      V1M 2Y2     (604) 882-9979
 Dewdney Trunk                      Buzzmark Holdings, Ltd.            201-23981 Dewdney Trunk Rd          Maple Ridge         BC      V4R 1W1     (604) 463-9244
 Westgate Centre                    Buzzmark Holdings, Ltd.            670-20395 Lougheed Hwy              Maple Ridge         BC      V2X 2P9     (604) 460-0103
 Fraser Valley Shopping Centre      Buzzmark Holdings, Ltd.            31956 Lougheed Highway              Mission             BC      V2V 0C6     (604) 820-4155
 West View Shopping Center          M&K Hair Salon, Inc.               720-2601 Westview Dr                N Vancouver         BC      V7N 3X4     (604) 986-7088
 Country Club Centre                0946341 B.C. LTD                   97-3200 Island Hwy N                Nanaimo             BC      V9T 1W1     (250) 751-8633
 Royal Square Westminster           0476321 BC, Ltd.                   800 Macbride Blvd                   New Westminster     BC      V3L 2B8     (778) 397-7000




       GREAT CLIPS®                                                                      4 of 56                             EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                        OPEN SALONS

