                                                                  GREAT CLIPS® FRANCHISEES
                                                              OPEN SALONS AS OF DECEMBER 31, 2024
                                                                       *DENOTES MDA


Salon Name                        Franchisee                         Address                            City                 State   Zip         Phone
 Thunderbird Crossing             Headlines Enterprises, Inc.        8411 W Thunderbird Rd              Peoria               AZ      85381       (623) 594-6271
 Peoria Marketplace               Headlines Enterprises, Inc.        8877 N 107th Ave                   Peoria               AZ      85345       (623) 974-9974
 Vistancia Marketplace            Headlines Enterprises, Inc.        28421 N Vistancia Blvd             Peoria               AZ      85383       (623) 266-8959
 Deer Valley Marketplace          Headlines Enterprises, Inc.        8194 W Deer Valley Rd              Peoria               AZ      85382       (623) 376-8049
 Peoria Station                   Kula, Inc.                         6811 W Peoria Ave                  Peoria               AZ      85345       (623) 486-0596
 Lake Pleasant Towne Center       vGuru AZ LLC                       25546 N Lake Pleasant Pkwy         Peoria               AZ      85383       (623) 572-4288
 Christown Spectrum Mall          A Cut Above, Inc.                  1818 W Montebello Ave              Phoenix              AZ      85016       (602) 841-9800
 44th St & Thomas                 Arcadia Clips, Inc.                4501 E Thomas Rd                   Phoenix              AZ      85018       (602) 840-0083
 Foothills Safeway Center         Bell Hair, Inc.                    1334 East Chandler Boulevard       Phoenix              AZ      85048       (480) 460-3844
 Deer Valley Center               Bell Hair, Inc.                    4139 W Thunderbird Rd              Phoenix              AZ      85053       (602) 439-0037
 Valley Crossroads                Bell Hair, Inc.                    749 E Bell Rd                      Phoenix              AZ      85022       (602) 863-1007
 16th St & Glendale               Glen Clips, Inc.                   6825 N 16th St                     Phoenix              AZ      85016       (602) 263-8648




       GREAT CLIPS®                                                                   3 of 56                              EXHIBIT A - CURRENT FRANCHISEES
       FRANCHISE DISCLOSURE DOCUMENT 2025                                                                                                      OPEN SALONS

