                                                                                                                                  Under
                                                                                                                                  ADA?
             Franchisee                             Address                      City         State   Zip Code        Phone       Y/N)
  West Roxbury Fitness Group LLC                 1870 Centre St             West Roxbury      MA      02132-1902   857-399-0991    Yes
Keystone NFP West Springfield, LLC             393 Memorial Ave            West Springfield   MA        01089      413-317-7366    No
             DITH, LLC                           944 Middle St               Weymouth         MA        02188      781-331-3939    No
         Wilmington Fit LLC                    355 Middlesex Ave             Wilmington       MA      01887-2162   978-658-5645    Yes
            Wobu Fit, LLC                          10 Micro Dr                 Woburn         MA        01801      781-932-6200    No
   Core Fitness of Worcester, LLC                 68 Stafford St             Worcester        MA        01603      508-793-7888    Yes
  Core Fitness of Worcester II, LLC              535 Lincoln St              Worcester        MA        01605      774-215-8855    Yes
       AGPMD Aberdeen, LLC                   1010P Beards Hill Rd             Aberdeen        MD        21001      443-360-5602    Yes
       AGPMD Abingdon, LLC                    3442 Emmorton Rd               Abingdon         MD        21009      410-809-2593    Yes
     AGPMD Golden Ring, LLC                    8821 Pulaski Hwy              Baltimore        MD        21237      410-800-4013    Yes
    Pizzazz Fitness Alameda, LLC               5660 The Alameda              Baltimore        MD        21239      443-449-5374    Yes
     Pizzazz Fitness Belair, LLC        5201 Belair Rd At Frankford Ave      Baltimore        MD        21206      667-309-6100    Yes
 Pizzazz Fitness Hollinswood, LLC         2001-2215 W Patapsco Ave           Baltimore        MD        21230      667-228-6761    Yes
 Pizzazz Fitness Inner Harbor, LLC              100 S Charles St             Baltimore        MD        21201      443-388-9962    Yes
  Pizzazz Fitness Mondawmin, LLC       2401 Liberty Heights Ave Ste 2675     Baltimore        MD        21215      443-327-3907    Yes
  Pizzazz Fitness Reisterstown LLC           6512 Reisterstown Rd            Baltimore        MD        21215      410-764-8888    Yes
         AGPMD Bowie LLC                      6836 Race Track Rd                Bowie         MD        20715      301-464-9119    Yes
       Pizzazz Fitness Cali LLC             23415 Three Notch Rd             California       MD        20619      240-237-8404    Yes
      AGPMD Catonsville, LLC             5425 Baltimore National Pike        Baltimore        MD        21229      410-975-4850    Yes
        AGPMD Clinton, LLC                   7610 Old Branch Ave               Clinton        MD        20735      240-685-1402    Yes
       AGPMD Columbia, LLC                6475- 101H East Dobbin Rd           Columbia        MD        21045      443-545-7979    Yes
     AGPMD Cumberland, LLC                  1050 W Industrial Blvd          Cumberland        MD      21502-4331   240-803-2200    Yes
     AGPMD Penn Station, LLC                  5604 Silver Hill Rd          District Heights   MD        20747      301-278-8004    Yes
    Keystone NFP Dundalk, LLC                  1401 Merritt Blvd              Dundalk         MD        21222      410-282-4955    No
     Pizzazz Fitness Easton, LLC              28579 Marlboro Ave                Easton        MD        21601      410-441-5624    Yes
        AGPMD Elkton, LLC                       153 Big Elk Mall                Elkton        MD        21921      410-996-4550    Yes
                                       8450 Baltimore National Pike, Ste
   AGPMD Ellicott City, LLC                            175                    Ellicott City   MD        21043      443-973-4900    Yes
    AGPMD Forest Hill, LLC                   1449 Rock Spring Rd                 Bel Air      MD      21014-1920   443-360-0600    Yes
  AGPMD Fort Washington, LLC                   12746 Old Fort Rd            Fort Washington   MD        20744      301-292-9000    Yes
     AGPMD Frederick LLC                       1080 W Patrick St               Frederick      MD        21703      301-698-8110    Yes




                                                                       I - 16

