                                                                                                                                   Under
                                                                                                                                   ADA?
             Franchisee                           Address                       City           State    Zip Code       Phone       Y/N)
     Studio Fitness Group LLC             12050 Ventura Blvd Fl 2               Studio City    CA      91604-2638   747-203-7334    Yes
                                                                                Lake View
  MLM Group Lakeview LLC                     11950 Foothill Blvd                  Terrace      CA        91342      747-246-5770    Yes
  Saber Fitness Temecula, LLC               40355 Winchester Rd                  Temecula      CA        92591      951-296-1120    Yes
   MLM Group Temple, LLC                9055 E Las Tunas Dr Ste 160            Temple City     CA        91780      626-210-3800    Yes
   Wingman Partners V, Inc.           3825 E Thousand Oaks Blvd Ste K         Thousand Oaks    CA      91362-6645   805-870-2200    No
     So Cal Torrance, LLC                  20040 Hawthorne Blvd                  Torrance      CA        90503      310-371-7773    Yes
        GFP Tracy, LLC                       3262 N Tracy Blvd                     Tracy       CA        95376      209-319-2080    Yes




                                                                        I-5

