                                                                                                                                      Under
                                                                                                                                      ADA?
              Franchisee                             Address                          City        State    Zip Code       Phone       Y/N)
             Group, LLC                        16201 Harbor Blvd                Fountain Valley   CA        92708      657-232-4460    Yes
           GMS Fremont LP                       5140 Mowry Ave                     Fremont        CA        94538      510-797-5000    No
 4938 East Kings Canyon Road, LLC          4938 E Cesar Chavez Blvd                 Fresno        CA      93727-3896   559-251-7100    Yes
 4938 East Kings Canyon Road, LLC              741 E Barstow Ave                    Fresno        CA      93710-6205   559-225-2835    Yes
          GFP Fresno 4, LLC                  3756 N Blackstone Ave                  Fresno        CA        93726      559-241-7288    Yes
          GFP Fresno 3, LLC                    3382 W Shaw Ave                      Fresno        CA        93711      559-276-5770    Yes
 Fullerton Square Fitness Group LLC         104 North Raymond Ave                  Fullerton      CA        92831      714-202-0513    Yes
Stanton Village Center Fitness Group,
                  LLC                         12927 Beach Blvd                     Stanton        CA        90680      714-462-4692    Yes
     MLM Group Glendale LLC               240 N Brand Blvd, Unit 200               Glendale       CA      91203-2610   818-572-4334    Yes
          AHFC Goleta, LLC                    7127 Hollister Ave                    Goleta        CA      93117-2859   805-456-8666    Yes




                                                                          I-3

