                                                                                                                                 Under
                                                                                                                                 ADA?
          Franchisee                             Address                       City          State    Zip Code       Phone       Y/N)
      United FP TOM, LLC                   2643 E Broadway Rd                     Mesa       AZ      85204-1529   480-219-8484    Yes
      United FP TOM, LLC                     1919 N Power Rd                      Mesa       AZ      85205-3728   480-508-7850    Yes
      United FP TOM, LLC                   825 W University Dr                    Mesa       AZ        85201      480-307-8478    Yes
   Evolution Management LLC                 570 W Mariposa Rd                   Nogales      AZ        85621      520-377-2816    Yes
    BDP Oro Valley AZ, LLC                  10525 N Oracle Rd                  Oro Valley    AZ        85737      520-614-6922    No
      United FP TOM, LLC                     20713 N 83rd Ave                     Peoria     AZ        85382      623-399-6877    Yes
      United FP TOM, LLC                    7565 W Peoria Ave                     Peoria     AZ        85345      623-792-5211    Yes
      United FP TOM, LLC                  1625 W Camelback Rd                   Phoenix      AZ        85015      602-374-4341    Yes
      United FP TOM, LLC                    3975 E Thomas Rd                    Phoenix      AZ        85018      602-275-0681    Yes
      United FP TOM, LLC                      4907 W Bell Rd                    Phoenix      AZ        85308      602-595-2779    Yes
      United FP TOM, LLC               7620 W Lower Buckeye Rd                  Phoenix      AZ        85043      480-360-2384    Yes
      United FP TOM, LLC                4344 W Indian School Rd                 Phoenix      AZ      85031-2984   602-767-7005    Yes
      United FP TOM, LLC                   3630 W Southern Ave                  Phoenix      AZ        85041      602-354-3887    Yes
      United FP TOM, LLC           3331 W Peoria Ave, Ste 101 & 102             Phoenix      AZ        85029      602-374-5957    Yes
      United FP TOM, LLC                       320 E Bell Rd                    Phoenix      AZ        85022      602-588-4200    Yes
      United FP TOM, LLC                   3202 E Greenway Rd                   Phoenix      AZ        85032      623-439-5550    Yes
      United FP TOM, LLC                     26 E Baseline Rd                   Phoenix      AZ        85042      602-761-9712    Yes
      United FP TOM, LLC                     8921 N 7th Street                  Phoenix      AZ        85020      480-745-2710    Yes
      United FP TOM, LLC               7333 W Thomas Rd Ste 78                  Phoenix      AZ      85033-5549   623-344-0600    Yes
      United FP TOM, LLC              1841 E State Hwy 69, Ste 112               Prescott    AZ        86301      928-350-8832    Yes
      United FP TOM, LLC               21545 S Ellsworth Loop Rd              Queen Creek    AZ        85142      623-748-4250    Yes
      United FP TOM, LLC             10105 E Vía Linda, Ste B-110              Scottsdale    AZ        85258      602-362-2050    Yes
   Evolution Management LLC               750 W Deuce Of Clubs                 Show Low      AZ      85901-5810   928-251-2411    Yes
   Evolution Management LLC               493 N Hwy 90 Ste 100                Sierra Vista   AZ        85635      520-263-4543    Yes
      United FP TOM, LLC                15569 W Bell Rd, Ste 569                Surprise     AZ        85374      602-892-8650    Yes
      United FP TOM, LLC                  3122 S Mcclintock Dr                   Tempe       AZ      85282-5629   480-361-4200    Yes
      United FP TOM, LLC                   1405 W Southern Ave                   Tempe       AZ        85282      480-219-8281    Yes
     BDP Irvington AZ, LLC             4755 S Calle Santa Cruz Rd                Tucson      AZ        85714      520-495-4200    No
    BDP Swanway AZ, LLC                   4722 E Broadway Blvd                   Tucson      AZ        85711      520-829-7300    No
   BDP Marketplace AZ, LLC          1125 E Tucson Marketplace Blvd               Tucson      AZ        85713      520-867-6888    No
   BDP Tucson Mall AZ, LLC                4848 N Old Oracle Rd                   Tucson      AZ        85705      520-293-4200    No
      United FP TOM, LLC                1232 S Castle Dome Ave                    Yuma       AZ      85365-5302   928-782-5555    Yes
      United FP TOM, LLC                    11274 S Fortuna Rd                    Yuma       AZ        85367      928-277-4700    Yes
   MLM Group Alhambra, LLC                   610 E Valley Blvd                 Alhambra      CA        91801      626-576-8800    Yes
      MDP Holdings, LLC                     1620 W Katella Ave                  Anaheim      CA        92802      657-51-0222     No
PF Williamson Ranch Fitness, LLC          4863 Lone Tree Prkwy                   Antioch     CA        94531      925-477-3250    Yes




                                                                        I-2

