                                                                                                                            Under
                                                                                                                            ADA?
          Franchisee                            Address                    City         State    Zip Code       Phone       Y/N)
Excel Fitness DFW XVII LLC                432 N Highway 67              Cedar Hill       TX       75104      682-348-0417    Yes
                                 13530 Ronald W Reagan Blvd, Ste
   Excel Fitness 16, LLC                         C-100                 Cedar Park       TX        78613      512-277-3360    Yes
   United FP JLM, LLC                   1655 W Henderson St             Cleburne        TX        76033      817-666-3650    Yes
   United FP JLM, LLC                     2501B Texas Ave S           College Station   TX        77840      979-459-7850    Yes
     HFP Conrow LLC                        1906 N Frazier St              Conroe        TX        77301      936-760-1700    Yes
  HFP Conrow South, LLC                   220 S Loop 336 W                Conroe        TX      77304-3306   936-693-0103    Yes
   Converse Fitness LLC                        8338 Fm 78               Converse        TX        78109      210-547-1395    Yes
  Excel Fitness TFF, LLC           120 S Denton Tap Rd Ste 302           Coppell        TX      75019-5054   972-360-9799    Yes
  PF Corpus Fitness, LLC                   4220 S Staples St          Corpus Christi    TX      78411-2702   361-993-4444    Yes
   United FP JLM, LLC                       3500 W 7th Ave              Corsicana       TX        75110      903-467-3535    Yes
     HFP Crosbie LLC                       105 Kennings Rd                Crosby        TX      77532-5127   281-699-9460    Yes
 Excel Fitness DFW X, LLC                    430 E Main St               Crowley        TX        76036      682-282-6601    Yes
 HFP Spring Cypress, LLC                     26068 US-290                Cypress        TX        77429      281-930-5555    Yes
  12th Street Fitness, LLC                   912 W 12th St                Dallas        TX        75208      214-238-5769    Yes
 Dallas North Fitness, LLC                   5301 Alpha Rd                Dallas        TX        75240      214-216-0715    Yes
                                3701 W Northwest Hwy, Bldg 2, Ste
   Marsh Lane Fitness, LLC                        222                      Dallas       TX        75220      214-216-6069    Yes
   Excel Fitness TFF, LLC                 7622 Campbell Rd                 Dallas       TX      75248-1704   469-291-0701    Yes
 Camp Wisdom Fitness, LLC            3200 W Camp Wisdom Rd                 Dallas       TX        75237      214-216-1957    Yes
    Columbia Fitness, LLC              4800 Columbia Avenue                Dallas       TX        75226      214-216-0267    Yes
 Excel Fitness DFW 23, LLC              11835 Greenville Ave               Dallas       TX        75243      469-884-2422    Yes
Buckner & Bruton Fitness, LLC           1639 S Buckner Blvd                Dallas       TX      75217-1895   214-216-1347    Yes
 Excel Fitness DFW 22, LLC                 5744 Skillman St                Dallas       TX        75206      469-331-0585    Yes
   Excel Fitness DFW, LLC                     3200 Falls Dr                Dallas       TX      75211-8827   469-262-0821    Yes
 Excel Fitness DFW 24, LLC          11255 Garland Rd, Ste #101             Dallas       TX        75218      972-316-7250    Yes
     HFP Dearpark LLC                        3601 Center St               Deer Park     TX        77536      281-930-6319    Yes
     United FP JLM, LLC                  2500 Veterans Blvd                Del Rio      TX        78840      830-282-1004    Yes
  Excel Fitness DFW VI LLC              806 W University Dr                Denton       TX        76201      940-208-0023    Yes
 Excel Fitness DFW XVI LLC              1447 South Loop 288                Denton       TX        76205      940-248-9634    Yes




                                                                 I - 33

