                                                                                                                           Under
                                                                                                                           ADA?
        Franchisee                            Address                    City          State    Zip Code       Phone       Y/N)
                                 13055-B Lee Jackson Memorial
  Greenbriar Fitness LLC                        Hwy                        Fairfax     VA        22033      571-800-0025    No
    HR Hampton LLC                    1060 W Mercury Blvd                 Hampton      VA      23666-3379   757-330-5367    Yes
 Excel Fitness VA III, LLC                1790 E Market St              Harrisonburg   VA        22801      540-212-2131    Yes
  Haymarket Fitness LLC                 6707 Leaberry Way                Haymarket     VA        20169      571-561-2002    No
 Excel Fitness VA 7, LLC                  532 E Market St                 Leesburg     VA        20176      703-665-3016    Yes
    Lorton Fitness LLC                9409 Lorton Market St                Lorton      VA      22079-1963   571-572-2877    No




                                                               I - 36

