                                                                                                                              Under
                                                                                                                              ADA?
         Franchisee                          Address                          City        State    Zip Code       Phone       Y/N)
   Pullman Park Fitness LLC               10808 S Doty Ave                  Chicago        IL     60628-3802   773-568-1010    Yes
   South Loop IL Fitness LLC                521 S State St                  Chicago        IL     60605-1616   773-683-1010    Yes
    Pulaski Road Fitness LLC            4327-4331 S Pulaski                 Chicago        IL       60632      773-321-9189    Yes
    Streeterville Fitness LLC              240 E Illinois St                Chicago        IL     60611-5063   312-464-1010    Yes
 Washington Square Fitness LLC           4905 W North Ave                   Chicago        IL     60639-4531   773-384-7100    Yes
   Norwood Park Fitness LLC              7300 W Foster Ave                  Chicago        IL       60656      773-853-2305    Yes
       Cicero Fitness LLC                2300 S Cicero Ave                   Cicero        IL       60804      708-477-6581    Yes
                                                                         Country Club
Country Club Hills IL Fitness LLC         4060 W 183rd St                     Hills        IL       60478      708-794-3100    Yes
     Crestwood Fitness, LLC               4913 Cal Sag Rd                 Crestwood        IL       60418      708-489-1010    Yes
Pizzazz Fitness Crystal Lake, LLC      5320 Northwest Hwy                Crystal Lake      IL       60014      815-893-0023    No
       Danville Fitness LLC             2721 N Vermilion St                 Danville       IL       61832      217-709-3131    No
        BDP Decatur, LLC                  3194 N Water St                   Decatur        IL       62526      217-670-4667    Yes
      BDP Deerfield IL, LLC               35 Waukegan Rd                   Deerfield       IL       60015      847-236-0922    Yes
       Dekalb Fitness LLC                2560 Sycamore Rd                   DeKalb         IL       60115      779-255-5252    No
     Des Plaines Fitness LLC               751 W Golf Rd                  Des Plaines      IL     60016-2414   847-258-3466    Yes
    Des Plaines 2 Fitness LLC               1555 Lee St                   Des Plaines      IL       60018      847-718-8900    Yes
    EFG Downers Grove, LLC                 2055 W 63rd St              Downers Grove       IL       60516      331-777-4144    Yes
     BDP East Peoria IL, LLC               105 N Main St                  East Peoria      IL       61611      309-606-5078    Yes
    PFMW Edwardsville, LLC             6483 Center Grove Rd              Edwardsville      IL       62025      618-307-9491    Yes
       United FP JLM, LLC            1004 N Keller Drive, Ste 1           Effingham        IL       62401      217-690-4196    Yes
         BDP Elgin LLC                    623 S Randall Rd                   Elgin         IL     60123-5536   847-289-0500    No
                                                                           Elk Grove
     Elk Grove Fitness LLC           988 Elk Grove Town Center              Village        IL       60007      847-258-4004    Yes
   Elmwood Park Fitness LLC              2560 N Harlem Ave              Elmwood Park       IL     60707-2046   708-395-5653    Yes
      Evanston Fitness LLC                  2410 Main St                   Evanston        IL       60202      847-328-3333    Yes
   Evergreen Park Fitness LLC       9500 S Western Ave Unit A-01        Evergreen Park     IL     60805-2899   708-425-9500    Yes
  PFMW Fairview Heights LLC               120 Commerce Ln              Fairview Heights    IL       62208      618-213-7204    Yes
    Forest Park Fitness, LLC             7530 Roosevelt Rd                Forest Park      IL       60130      708-366-2700    Yes
     BDP Frankfort IL, LLC          20825 S La Grange Rd, Ste B            Frankfort       IL       60423      815-668-8796    No
     PFMW Galesburg LLC                  2353 National Blvd                Galesburg       IL       61401      309-342-0038    Yes
     Glenview Fitness LLC                  2211 Willow Rd                  Glenview        IL       60025      224-529-3200    Yes
    Hickory Hills Fitness LLC            9652 S Roberts Rd               Hickory Hills     IL       60457      708-598-1010    Yes
        BDP Joliet LLC                     3128 Voyager Ln                   Joliet        IL       60431      815-577-2600    No
     BDP Joliet South, LLC              1901 W Jefferson St                  Joliet        IL     60435-8162   779-379-7754    No




                                                                   I - 11

