                                                                                                                                     Under
                                                                                                                                     ADA?
           Franchisee                               Address                         City         State    Zip Code       Phone       Y/N)
       AP Johns Creek LLC                 2615 Peachtree Pkwy Ste 5            Suwanee           GA      30024-1022   470-239-8450    Yes
        AP Jonesboro LLC                         7965 Tara Blvd               Jonesboro          GA      30236-2243   770-478-0050    Yes
      Good Looking V, LLC                       3161 Cobb Pkwy                Kennesaw           GA        30152      770-975-7179    Yes
   Eclipse Fitness XVIII, LLC         2500 Cobb Place Ln Nw Ste 310           Kennesaw           GA      30144-7521   770-421-1234    Yes
    PF Kingsland Fitness LLC              1601 Hwy 40 East, Ste 2B4           Kingsland          GA        31548      912-483-1655    Yes
     Good Looking XII, LLC                    118 Commerce Ave                LaGrange           GA        30241      706-884-7037    No
            BodyFit, Inc.                    1455 Pleasant Hill Rd          Lawrenceville        GA      30044-3045   770-279-2257    No




                                                                         I-9

