                                                                                                                                Under
                                                                                                                                ADA?
            Franchisee                            Address                        City       State    Zip Code       Phone       Y/N)
  Core Fitness of Brockton, LLC              715 Crescent St                Brockton        MA        02302      508-510-4936    Yes
 Core Fitness of Brockton II, LLC            200 Westgate Dr                Brockton        MA        02301      508-857-3151    Yes
  Core Fitness of Burlington, LLC          240 Middlesex Tpke               Burlington      MA        01803      781-365-2517    Yes
 Massachusetts Fitness Group LLC         625 Massachusetts Ave             Cambridge        MA      02139-3357   617-465-0443    Yes
 Porter Square Fitness Group LLC         1815 Massachusetts Ave            Cambridge        MA        02140      617-945-8596    Yes
           Chel Fit, LLC                1020 Revere Beach Pkwy               Chelsea        MA        02150      617-884-3030    No
   Keystone NFP Chicopee, LLC               1183 Memorial Dr                Chicopee        MA        01020      413-593-5566    No
    RISMA-DTM Fitness, LLC                  710 Dartmouth St             South Dartmouth    MA        02748      508-991-2920    Yes
   Core Fitness of Dedham, LLC             695 Providence Hwy                Dedham         MA        02026      781-355-4000    Yes
            MTTH, LLC                       500 Neponset Ave                Dorchester      MA        02122      617-287-8885    No
          Dracut Fit, LLC                     50 Pleasant St                  Dracut        MA      01826-4748   978-710-4074    Yes
    SD East Boston Gym, LLC           175 William F McClellan Hwy          East Boston      MA        02128      617-569-2020    No
    Core Fitness of Easton, LLC                690 Depot St               North Easton      MA      02356-2703   508-297-2301    Yes
    RISMA-FHN Fitness, LLC                  24 Commons Way                  Fairhaven       MA        02719      774-425-4351    Yes
     RISMA-FRI Fitness, LLC               360 Rhode Island Ave              Fall River      MA        02721      508-300-3899    Yes
   Core Fitness of Falmouth LLC              13 Davis Straits               Falmouth        MA        02540      774-612-3923    Yes
   Core Fitness of Foxboro, LLC             30 Commercial St               Foxborough       MA      02035-2509   774-215-9022    Yes
           Flextime, LLC                       166 Grove St                  Franklin       MA        02038      508-541-6880    Yes
    Smoky Development Corp.                   74 Victoria St                 Gardner        MA        01440      978-632-1020    No
            LLMT LLC                        259 Mohawk Trail                Greenfield      MA        01301      413-475-3543    No
    Keystone NFP Hadley, LLC                  367 Russell St                 Hadley         MA        01035      413-582-9900    No
         AP Hanover LLC                     357 Columbia Rd                  Hanover        MA        02339      781-826-2700    No
         Haverhill Fit, LLC                  371 Lowell Ave                 Haverhill       MA        01832      978-478-6583    Yes
         AP Hingham LLC                       211 Lincoln St                Hingham         MA        02043      781-740-0404    No
   Keystone NFP Holyoke, LLC                  50 Holyoke St                  Holyoke        MA        01040      413-731-7555    No
   Core Fitness of Hyannis, LLC             769 Iyannough Rd                 Hyannis        MA        02601      508-827-4160    Yes
   Hyde Park Fitness Group LLC             892 River St Ste 100             Hyde Park       MA      02136-3715   617-675-2111    Yes
      Tristan Enterprises LLC               975 Merriam Ave                Leominster       MA      01453-1220   978-537-0859    Yes
           Matt Fit, LLC                        90 River St                 Mattapan        MA        02126      617-298-0055    No
           Lynn Fit, LLC                       50 Boston St                    Lynn         MA        01904      781-842-4486    Yes
           Mald Fit, LLC                     795 Eastern Ave                 Malden         MA        02148      781-322-3200    No
 Core Fitness of Marlborough, LLC               21 Apex Dr                 Marlborough      MA        01752      508-786-3000    Yes
   Core Fitness of Mashpee, LLC             106 Falmouth Rd                  Mashpee        MA        02649      508-477-3332    Yes
         Maynard Fit, LLC                 15 Digital Way, Ste 10             Maynard        MA        01754      978-298-5845    Yes
   Core Fitness of Medford, LLC                696 Fellsway                  Medford        MA        02155      781-219-5275    Yes
         Methuen Fit, LLC                  90 Pleasant Valley St             Methuen        MA        01844      978-682-0005    Yes
Core Fitness of Middleborough, LLC          10 Merchants Way              Middleborough     MA        02346      774-213-5256    Yes
      South Main Fitness Inc.                 146 S Main St                  Milford        MA        01757      508-473-5522    No




                                                                     I - 15

