                                                                                                                                    Under
                                                                                                                                    ADA?
          Franchisee                                Address                        City       State    Zip Code       Phone         Y/N)
   Baseline Fitness Ankeny LLC          1205 SE 16th Court, Ste 100              Ankeny       IA        50021       515-348-9203     Yes
Baseline Fitness Cedar Rapids, LLC              3320 Agency St                  Burlington    IA        52601       319-900-4369     Yes
 Baseline Fitness Cedar Falls, LLC    6301 University Ave, Unit 1370           Cedar Falls    IA        50613       319-266-3119     Yes
Baseline Fitness Cedar Rapids, LLC         383 Edgewood Rd NW                 Cedar Rapids    IA        52405       319-396-0017     Yes
Baseline Fitness Cedar Rapids, LLC                4444 1st Ave                Cedar Rapids    IA        52402       319-450-7593     Yes
   Baseline Fitness Clinton LLC            1815 Lincoln Way, 103                 Clinton      IA        52732       563-321-4087     Yes
Baseline Fitness Cedar Rapids, LLC     1451 Coral Ridge Ave Ste 115             Coralville    IA      52241-2800    319-600-1080     Yes
     BDP Council Bluffs LLC                 1441 Mall Dr Ste 500             Council Bluffs   IA      51503-4728    712-256-7300     No
 Baseline Fitness Davenport, LLC          2144 East Kimberly Rd                 Davenport     IA        52806       563-391-1080     Yes
Baseline Fitness Des Moines, LLC                3405 Se 14th St                Des Moines     IA      50320-1335    515-528-2329     Yes
  Baseline Fitness Dubuque, LLC      555 John F Kennedy Rd, Unit 410             Dubuque      IA        52002       563-556-1157     Yes
 Baseline Fitness Iowa City, LLC              1660 Sycamore St                  Iowa City     IA        52240       319-354-1860     Yes
Baseline Fitness Marshalltown LLC              2500 S Center ST               Marshalltown    IA        50158       641-352-3182     Yes
Baseline Fitness Cedar Rapids, LLC              2006 4th St SW                 Mason City     IA        50401       641-201-3009     Yes
       BDP Sioux City LLC                       6001 Gordon Dr                  Sioux City    IA        51106       712-276-2078     No
    BDP Sioux City IA 2, LLC                 3025 Hamilton Blvd                 Sioux City    IA        51104       712-560-8470     No
 Baseline Fitness Urbandale, LLC                  3789 86th St                  Urbandale     IA        50322       515-276-2225     Yes
  Baseline Fitness Waterloo, LLC           2060 Sovia Dr Ste 109                 Waterloo     IA      50702-2723    319-232-2732     Yes
Baseline Fitness West Des Moines,
                LLC                         1980 Grand Ave                  West Des Moines    IA       50265      515-225-6828      Yes
       CM3 Boise Mill, LLC              1123 North Milwaukee St                  Boise         ID       83704      208-917-4199      Yes
    CM3 Boise Orchard, LLC                5010 W Overland Rd                     Boise         ID     83705-2632   208-426-0102      Yes
       CM3 Chubbuck, LLC                 4235 Yellowstone Ave                 Chubbuck         ID       83202      208-917-4188      Yes




                                                                        I - 10

