                                                                                                                             Under
                                                                                                                             ADA?
            Franchisee                           Address                      City       State    Zip Code       Phone       Y/N)
        EFG Wheaton, LLC                  1780 S Blanchard St              Wheaton        IL       60189      630-384-9028    Yes
       EFG Woodridge, LLC                 8625 Woodward Ave               Woodridge       IL       60517      630-324-8168    Yes
 Pizzazz Fitness Woodstock, LLC            414 S Eastwood Dr              Woodstock       IL       60098      779-235-0873    No
    FG Fitness Yorkville, LLC            376 E Veterans Pkwy               Yorkville      IL       60560      630-912-4481    No
      Anderson Fitness, LLC             4366 S Scatterfield Rd             Anderson       IN     46013-2631   765-642-4000    Yes
         Auburn FitIN LLC                     1040 W 7th St                 Auburn        IN     46706-2045   260-333-3425    Yes
 Kueber Fitness Evansville, LLC               3477 W 3rd St              Bloomington      IN     47404-4853   812-333-7699    No
  East Main Street Fitness, LLC               908 E Main St              Brownsburg       IN       46112      317-858-0400    Yes
        Carmel Fitness LLC                   2192 E 116th St                Carmel        IN       46032      317-483-1000    Yes
  Kueber Fitness Louisville, LLC          1500 Greentree Blvd             Clarksville     IN       47129      812-284-4000    Yes
     Columbia City FitIN LLC                 490 W Plaza Dr             Columbia City     IN     46725-1019   260-244-8021    Yes
     Columbus IN Fitness LLC                   3055 25th St               Columbus        IN     47203-2434   812-376-3000    No
    Crawfordsville Fitness LLC                1632 Bush Ln              Crawfordsville    IN     47933-3364   765-362-5900    Yes
     Crown Point Fitness, LLC              1656 E Summit St              Crown Point      IN       46307      219-663-8577    No
        Elkhart FitIN, LLC                 3253 Northview Dr                Elkhart       IN     46514-6750   574-262-8222    Yes
 Kueber Fitness Evansville, LLC          860 S Green River Rd             Evansville      IN       47715      812-477-2199    No
 Kueber Fitness Evansville, LLC             4530 N First Ave              Evansville      IN       47710      812-213-8005    No
        Fishers Fitness LLC           11728 Fishers Crossing Dr             Fishers       IN       46038      317-939-1300    Yes
  South Fort Wayne FitIN, LLC            7528 S Anthony Blvd              Fort Wayne      IN       46816      260-403-0989    Yes
    Fitness at Northpoint, LLC             1916 W Dupont Rd               Fort Wayne      IN       46818      260-490-4949    Yes
 Fitness at Stellhorn Village, LLC        4530 Maplecrest Rd              Fort Wayne      IN       46835      260-485-7979    Yes




                                                                   I - 12

