                                                                                                                              Under
                                                                                                                              ADA?
           Franchisee                          Address                         City       State    Zip Code       Phone       Y/N)
Kueber Fitness Arkansas, LLC         1710 W Hwy 192, Ste 1D                  London        KY       40741      606-657-0565    No
Kueber Fitness Louisville, LLC               3181 S 2nd St                  Louisville     KY       40208      502-409-8471    Yes
Kueber Fitness Louisville, LLC             5138 Dixie Hwy                   Louisville     KY       40216      502-618-2781    Yes
Kueber Fitness Louisville, LLC           3036 Bardstown Rd                  Louisville     KY       40205      502-888-1250    Yes
Kueber Fitness Louisville, LLC           7450 Jefferson Blvd                Louisville     KY       40219      502-964-7555    Yes
Kueber Fitness Louisville, LLC               100 Urton Ln                   Louisville     KY       40223      502-822-2010    Yes
Kueber Fitness Louisville, LLC          4025 Poplar Level Rd                Louisville     KY       40213      502-438-9666    Yes
Kueber Fitness Louisville, LLC      3560 S Hurstbourne Prkwy                Louisville     KY       40299      502-499-4995    Yes
Kueber Fitness Louisville, LLC           4301 Shelbyville Rd                Louisville     KY       40207      502.390.2021    No
Kueber Fitness Louisville, LLC       10713 Dixie Hwy, Ste 102               Louisville     KY       40272      502-219-9250    Yes
Kueber Fitness Louisville, LLC            9244 Westport Rd                  Louisville     KY       40242      502-785-4128    Yes
Kueber Fitness Arkansas, LLC           720 N 12th St - US 641                Murray        KY     42071-1649   270-873-4354    No
 Planet Fitness Newport, LLC               82 Carothers Rd                   Newport       KY       41071      859-360-1029    No
Kueber Fitness Evansville, LLC           3621 State Route 54               Owensboro       KY       42303      270-228-4747    No
Kueber Fitness Evansville, LLC      5000 Frederica St, Ste H 15            Owensboro       KY     42301-7516   270-228-2731    No
Kueber Fitness Arkansas, LLC         3430 James Sanders Blvd                 Paducah       KY       42001      270-908-4500    No
Kueber Fitness Arkansas, LLC              4077 N Mayo Trail                 Pikeville      KY     41501-3212   606-262-6112    No
Kueber Fitness Evansville, LLC    599 W Lincoln Trail Blvd, Ste B            Radcliff      KY       40160      270-319-4260    No
Kueber Fitness Arkansas, LLC                 243 Boggs Ln                  Richmond        KY       40475      859-353-4005    No
   Kueber Fitness STC, LLC                120 Midland Blvd                 Shelbyville     KY       40065      502-513-6300    No
   Kueber Fitness STC, LLC              544 Conestoga Pkwy               Shepherdsville    KY       40165      502-215-4561    No
   Kueber Fitness STC, LLC             2835 S Hwy 27, Ste 80                Somerset       KY       42501      606-219-4551    No
   Kueber Fitness STC, LLC                  939 Bypass Rd                  Winchester      KY       40391      859-759-4531    No
     United FP ROB, LLC                 2255 S MacArthur Dr                Alexandria      LA       71301      318-445-7955    Yes
      BR-Broadmoor LLC                    8620 Airline Hwy                Baton Rouge      LA       70815      225-771-8809    No
 Delmont Village Fitness LLC           5151 Plank Rd Ste 300              Baton Rouge      LA       70805      225-367-4767    No
      Siegen Fitness, LLC                   6900 Siegen Ln                Baton Rouge      LA     70809-4665   225-778-7783    No
      Airline Fitness, LLC               19973 Thad Cain Ln               Baton Rouge      LA       70809      225-364-2999    No
     Wichita Falls IV LLC                   801 Benton Rd                 Bossier City     LA       71111      318-588-5011    No
     United FP ROB, LLC              8400 West Judge Perez Dr               Chalmette      LA       70043      504-930-4800    Yes
     United FP ROB, LLC               401 N. US Highway 190                Covington       LA       70433      985-888-8950    Yes
       Crowley 13 LLC                 2008-B N Parkerson Ave                 Crowley       LA       70526      337-250-4145    No
Spring Park Plaza Fitness LLC             2334 S Range Ave              Denham Springs     LA       70726      225-380-1982    No
     Gonzales Fitness, LLC               1468 N Airline Hwy                 Gonzales       LA     70737-2431   225-450-2946    No
     United FP ROB, LLC              91 Westbank Expy Ste 230                 Gretna       LA     70053-3672   504-361-7597    Yes
    Hammond Fitness, LLC                  1719 W Thomas St                 Hammond         LA       70401      985-402-3659    No
     United FP ROB, LLC            1539 Martin Luther King Blvd              Houma         LA       70360      985-208-3727    Yes
     United FP ROB, LLC                  4521 Williams Blvd                  Kenner        LA       70065      504-305-3440    Yes
      KDUB Fitness, LLC          3559B Ambassador Caffery Pkwy              Lafayette      LA       70503      337-412-6972    No
    Northgate Fitness, LLC                   3803 Moss St                   Lafayette      LA     70507-4589   337-534-4503    No
     United FP ROB, LLC                      4068 Ryan St                 Lake Charles     LA     70605-2820   337-564-6781    Yes
        LaPlace 12 LLC                 1404 West Airline Hwy                 LaPlace       LA       70068      985-359-5000    No




                                                                    I - 14

